ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	圣遗物类别	阶数	主属性库ID	追加属性库ID	追加属性初始条数	套装ID	突破等级上限	基础转化经验
58321	3	1	10	70600043	0	0	5	3	2000	301	1	10008	3	3460
58322	3	1	10	70600043	0	0	5	3	2000	301	2	10008	3	3840
58323	3	1	10	70600043	0	0	5	3	2000	301	3	10008	3	4270
58324	3	1	10	70600043	0	0	5	3	2000	301	4	10008	3	4750
58330	3	1	10	70600043	0	10	2	3	3000	301	0	10008	3	3110
58331	3	1	10	70600043	0	10	2	3	3000	301	1	10008	3	3460
58332	3	1	10	70600043	0	10	2	3	3000	301	2	10008	3	3840
58333	3	1	10	70600043	0	10	2	3	3000	301	3	10008	3	4270
58334	3	1	10	70600043	0	10	2	3	3000	301	4	10008	3	4750
58340	3	1	10	70600043	0	0	1	3	4000	301	0	10008	3	3110
58341	3	1	10	70600043	0	0	1	3	4000	301	1	10008	3	3460
58342	3	1	10	70600043	0	0	1	3	4000	301	2	10008	3	3840
58343	3	1	10	70600043	0	0	1	3	4000	301	3	10008	3	4270
58344	3	1	10	70600043	0	0	1	3	4000	301	4	10008	3	4750
58350	3	1	10	70600043	0	8	3	3	1000	301	0	10008	3	3110
58351	3	1	10	70600043	0	8	3	3	1000	301	1	10008	3	3460
58352	3	1	10	70600043	0	8	3	3	1000	301	2	10008	3	3840
58353	3	1	10	70600043	0	8	3	3	1000	301	3	10008	3	4270
58354	3	1	10	70600043	0	8	3	3	1000	301	4	10008	3	4750
59110	3	1	10	70600041	0	12	4	1	5000	101	0	10009	2	1860
59111	3	1	10	70600041	0	12	4	1	5000	101	1	10009	2	2070
59112	3	1	10	70600041	0	12	4	1	5000	101	2	10009	2	2300
59113	3	1	10	70600041	0	12	4	1	5000	101	3	10009	2	2560
59114	3	1	10	70600041	0	12	4	1	5000	101	4	10009	2	2850
59120	3	1	10	70600041	0	0	5	1	2000	101	0	10009	2	1860
59121	3	1	10	70600041	0	0	5	1	2000	101	1	10009	2	2070
59122	3	1	10	70600041	0	0	5	1	2000	101	2	10009	2	2300
59123	3	1	10	70600041	0	0	5	1	2000	101	3	10009	2	2560
59124	3	1	10	70600041	0	0	5	1	2000	101	4	10009	2	2850
59130	3	1	10	70600041	0	10	2	1	3000	101	0	10009	2	1860
59131	3	1	10	70600041	0	10	2	1	3000	101	1	10009	2	2070
59132	3	1	10	70600041	0	10	2	1	3000	101	2	10009	2	2300
59133	3	1	10	70600041	0	10	2	1	3000	101	3	10009	2	2560
59134	3	1	10	70600041	0	10	2	1	3000	101	4	10009	2	2850
59140	3	1	10	70600041	0	0	1	1	4000	101	0	10009	2	1860
59141	3	1	10	70600041	0	0	1	1	4000	101	1	10009	2	2070
59142	3	1	10	70600041	0	0	1	1	4000	101	2	10009	2	2300
59143	3	1	10	70600041	0	0	1	1	4000	101	3	10009	2	2560
59144	3	1	10	70600041	0	0	1	1	4000	101	4	10009	2	2850
59150	3	1	10	70600041	0	8	3	1	1000	101	0	10009	2	1860
59151	3	1	10	70600041	0	8	3	1	1000	101	1	10009	2	2070
59152	3	1	10	70600041	0	8	3	1	1000	101	2	10009	2	2300
59153	3	1	10	70600041	0	8	3	1	1000	101	3	10009	2	2560
59154	3	1	10	70600041	0	8	3	1	1000	101	4	10009	2	2850
59210	3	1	10	70600042	0	12	4	2	5000	201	0	10009	2	2490
59211	3	1	10	70600042	0	12	4	2	5000	201	1	10009	2	2770
59212	3	1	10	70600042	0	12	4	2	5000	201	2	10009	2	3070
59213	3	1	10	70600042	0	12	4	2	5000	201	3	10009	2	3420
59214	3	1	10	70600042	0	12	4	2	5000	201	4	10009	2	3800
59220	3	1	10	70600042	0	0	5	2	2000	201	0	10009	2	2490
59221	3	1	10	70600042	0	0	5	2	2000	201	1	10009	2	2770
59222	3	1	10	70600042	0	0	5	2	2000	201	2	10009	2	3070
59223	3	1	10	70600042	0	0	5	2	2000	201	3	10009	2	3420
59224	3	1	10	70600042	0	0	5	2	2000	201	4	10009	2	3800
59230	3	1	10	70600042	0	10	2	2	3000	201	0	10009	2	2490
59231	3	1	10	70600042	0	10	2	2	3000	201	1	10009	2	2770
59232	3	1	10	70600042	0	10	2	2	3000	201	2	10009	2	3070
59233	3	1	10	70600042	0	10	2	2	3000	201	3	10009	2	3420
59234	3	1	10	70600042	0	10	2	2	3000	201	4	10009	2	3800
59240	3	1	10	70600042	0	0	1	2	4000	201	0	10009	2	2490
59241	3	1	10	70600042	0	0	1	2	4000	201	1	10009	2	2770
59242	3	1	10	70600042	0	0	1	2	4000	201	2	10009	2	3070
59243	3	1	10	70600042	0	0	1	2	4000	201	3	10009	2	3420
59244	3	1	10	70600042	0	0	1	2	4000	201	4	10009	2	3800
59250	3	1	10	70600042	0	8	3	2	1000	201	0	10009	2	2490
59251	3	1	10	70600042	0	8	3	2	1000	201	1	10009	2	2770
59252	3	1	10	70600042	0	8	3	2	1000	201	2	10009	2	3070
59253	3	1	10	70600042	0	8	3	2	1000	201	3	10009	2	3420
59254	3	1	10	70600042	0	8	3	2	1000	201	4	10009	2	3800
59310	3	1	10	70600043	0	12	4	3	5000	301	0	10009	3	3110
59311	3	1	10	70600043	0	12	4	3	5000	301	1	10009	3	3460
59312	3	1	10	70600043	0	12	4	3	5000	301	2	10009	3	3840
59313	3	1	10	70600043	0	12	4	3	5000	301	3	10009	3	4270
59314	3	1	10	70600043	0	12	4	3	5000	301	4	10009	3	4750
59320	3	1	10	70600043	0	0	5	3	2000	301	0	10009	3	3110
59321	3	1	10	70600043	0	0	5	3	2000	301	1	10009	3	3460
59322	3	1	10	70600043	0	0	5	3	2000	301	2	10009	3	3840
59323	3	1	10	70600043	0	0	5	3	2000	301	3	10009	3	4270
59324	3	1	10	70600043	0	0	5	3	2000	301	4	10009	3	4750
59330	3	1	10	70600043	0	10	2	3	3000	301	0	10009	3	3110
59331	3	1	10	70600043	0	10	2	3	3000	301	1	10009	3	3460
59332	3	1	10	70600043	0	10	2	3	3000	301	2	10009	3	3840
59333	3	1	10	70600043	0	10	2	3	3000	301	3	10009	3	4270
59334	3	1	10	70600043	0	10	2	3	3000	301	4	10009	3	4750
59340	3	1	10	70600043	0	0	1	3	4000	301	0	10009	3	3110
59341	3	1	10	70600043	0	0	1	3	4000	301	1	10009	3	3460
59342	3	1	10	70600043	0	0	1	3	4000	301	2	10009	3	3840
59343	3	1	10	70600043	0	0	1	3	4000	301	3	10009	3	4270
59344	3	1	10	70600043	0	0	1	3	4000	301	4	10009	3	4750
59350	3	1	10	70600043	0	8	3	3	1000	301	0	10009	3	3110
59351	3	1	10	70600043	0	8	3	3	1000	301	1	10009	3	3460
59352	3	1	10	70600043	0	8	3	3	1000	301	2	10009	3	3840
59353	3	1	10	70600043	0	8	3	3	1000	301	3	10009	3	4270
59354	3	1	10	70600043	0	8	3	3	1000	301	4	10009	3	4750
59410	3	1	10	70600044	0	12	4	4	5000	401	0	10009	3	3730
59411	3	1	10	70600044	0	12	4	4	5000	401	1	10009	3	4150
59412	3	1	10	70600044	0	12	4	4	5000	401	2	10009	3	4610
59413	3	1	10	70600044	0	12	4	4	5000	401	3	10009	3	5130
59414	3	1	10	70600044	0	12	4	4	5000	401	4	10009	3	5700
59420	3	1	10	70600044	0	0	5	4	2000	401	0	10009	3	3730
59421	3	1	10	70600044	0	0	5	4	2000	401	1	10009	3	4150
59422	3	1	10	70600044	0	0	5	4	2000	401	2	10009	3	4610
59423	3	1	10	70600044	0	0	5	4	2000	401	3	10009	3	5130
59424	3	1	10	70600044	0	0	5	4	2000	401	4	10009	3	5700
59430	3	1	10	70600044	0	10	2	4	3000	401	0	10009	3	3730
59431	3	1	10	70600044	0	10	2	4	3000	401	1	10009	3	4150
59432	3	1	10	70600044	0	10	2	4	3000	401	2	10009	3	4610
59433	3	1	10	70600044	0	10	2	4	3000	401	3	10009	3	5130
59434	3	1	10	70600044	0	10	2	4	3000	401	4	10009	3	5700
59440	3	1	10	70600044	0	0	1	4	4000	401	0	10009	3	3730
59441	3	1	10	70600044	0	0	1	4	4000	401	1	10009	3	4150
59442	3	1	10	70600044	0	0	1	4	4000	401	2	10009	3	4610
59443	3	1	10	70600044	0	0	1	4	4000	401	3	10009	3	5130
59444	3	1	10	70600044	0	0	1	4	4000	401	4	10009	3	5700
59450	3	1	10	70600044	0	8	3	4	1000	401	0	10009	3	3730
59451	3	1	10	70600044	0	8	3	4	1000	401	1	10009	3	4150
59452	3	1	10	70600044	0	8	3	4	1000	401	2	10009	3	4610
59453	3	1	10	70600044	0	8	3	4	1000	401	3	10009	3	5130
59454	3	1	10	70600044	0	8	3	4	1000	401	4	10009	3	5700
60110	3	1	10	70600041	0	12	4	1	5000	101	0	10010	2	1860
60111	3	1	10	70600041	0	12	4	1	5000	101	1	10010	2	2070
60112	3	1	10	70600041	0	12	4	1	5000	101	2	10010	2	2300
60113	3	1	10	70600041	0	12	4	1	5000	101	3	10010	2	2560
60114	3	1	10	70600041	0	12	4	1	5000	101	4	10010	2	2850
60120	3	1	10	70600041	0	0	5	1	2000	101	0	10010	2	1860
60121	3	1	10	70600041	0	0	5	1	2000	101	1	10010	2	2070
60122	3	1	10	70600041	0	0	5	1	2000	101	2	10010	2	2300
60123	3	1	10	70600041	0	0	5	1	2000	101	3	10010	2	2560
60124	3	1	10	70600041	0	0	5	1	2000	101	4	10010	2	2850
60130	3	1	10	70600041	0	10	2	1	3000	101	0	10010	2	1860
60131	3	1	10	70600041	0	10	2	1	3000	101	1	10010	2	2070
60132	3	1	10	70600041	0	10	2	1	3000	101	2	10010	2	2300
60133	3	1	10	70600041	0	10	2	1	3000	101	3	10010	2	2560
60134	3	1	10	70600041	0	10	2	1	3000	101	4	10010	2	2850
60140	3	1	10	70600041	0	0	1	1	4000	101	0	10010	2	1860
60141	3	1	10	70600041	0	0	1	1	4000	101	1	10010	2	2070
60142	3	1	10	70600041	0	0	1	1	4000	101	2	10010	2	2300
60143	3	1	10	70600041	0	0	1	1	4000	101	3	10010	2	2560
60144	3	1	10	70600041	0	0	1	1	4000	101	4	10010	2	2850
60150	3	1	10	70600041	0	8	3	1	1000	101	0	10010	2	1860
60151	3	1	10	70600041	0	8	3	1	1000	101	1	10010	2	2070
60152	3	1	10	70600041	0	8	3	1	1000	101	2	10010	2	2300
60153	3	1	10	70600041	0	8	3	1	1000	101	3	10010	2	2560
60154	3	1	10	70600041	0	8	3	1	1000	101	4	10010	2	2850
60210	3	1	10	70600042	0	12	4	2	5000	201	0	10010	2	2490
60211	3	1	10	70600042	0	12	4	2	5000	201	1	10010	2	2770
60212	3	1	10	70600042	0	12	4	2	5000	201	2	10010	2	3070
60213	3	1	10	70600042	0	12	4	2	5000	201	3	10010	2	3420
60214	3	1	10	70600042	0	12	4	2	5000	201	4	10010	2	3800
60220	3	1	10	70600042	0	0	5	2	2000	201	0	10010	2	2490
60221	3	1	10	70600042	0	0	5	2	2000	201	1	10010	2	2770
60222	3	1	10	70600042	0	0	5	2	2000	201	2	10010	2	3070
60223	3	1	10	70600042	0	0	5	2	2000	201	3	10010	2	3420
60224	3	1	10	70600042	0	0	5	2	2000	201	4	10010	2	3800
60230	3	1	10	70600042	0	10	2	2	3000	201	0	10010	2	2490
60231	3	1	10	70600042	0	10	2	2	3000	201	1	10010	2	2770
60232	3	1	10	70600042	0	10	2	2	3000	201	2	10010	2	3070
60233	3	1	10	70600042	0	10	2	2	3000	201	3	10010	2	3420
60234	3	1	10	70600042	0	10	2	2	3000	201	4	10010	2	3800
60240	3	1	10	70600042	0	0	1	2	4000	201	0	10010	2	2490
60241	3	1	10	70600042	0	0	1	2	4000	201	1	10010	2	2770
60242	3	1	10	70600042	0	0	1	2	4000	201	2	10010	2	3070
60243	3	1	10	70600042	0	0	1	2	4000	201	3	10010	2	3420
60244	3	1	10	70600042	0	0	1	2	4000	201	4	10010	2	3800
60250	3	1	10	70600042	0	8	3	2	1000	201	0	10010	2	2490
60251	3	1	10	70600042	0	8	3	2	1000	201	1	10010	2	2770
60252	3	1	10	70600042	0	8	3	2	1000	201	2	10010	2	3070
60253	3	1	10	70600042	0	8	3	2	1000	201	3	10010	2	3420
60254	3	1	10	70600042	0	8	3	2	1000	201	4	10010	2	3800
60310	3	1	10	70600043	0	12	4	3	5000	301	0	10010	3	3110
60311	3	1	10	70600043	0	12	4	3	5000	301	1	10010	3	3460
60312	3	1	10	70600043	0	12	4	3	5000	301	2	10010	3	3840
60313	3	1	10	70600043	0	12	4	3	5000	301	3	10010	3	4270
60314	3	1	10	70600043	0	12	4	3	5000	301	4	10010	3	4750
60320	3	1	10	70600043	0	0	5	3	2000	301	0	10010	3	3110
60321	3	1	10	70600043	0	0	5	3	2000	301	1	10010	3	3460
60322	3	1	10	70600043	0	0	5	3	2000	301	2	10010	3	3840
60323	3	1	10	70600043	0	0	5	3	2000	301	3	10010	3	4270
60324	3	1	10	70600043	0	0	5	3	2000	301	4	10010	3	4750
60330	3	1	10	70600043	0	10	2	3	3000	301	0	10010	3	3110
60331	3	1	10	70600043	0	10	2	3	3000	301	1	10010	3	3460
60332	3	1	10	70600043	0	10	2	3	3000	301	2	10010	3	3840
60333	3	1	10	70600043	0	10	2	3	3000	301	3	10010	3	4270
60334	3	1	10	70600043	0	10	2	3	3000	301	4	10010	3	4750
60340	3	1	10	70600043	0	0	1	3	4000	301	0	10010	3	3110
60341	3	1	10	70600043	0	0	1	3	4000	301	1	10010	3	3460
60342	3	1	10	70600043	0	0	1	3	4000	301	2	10010	3	3840
60343	3	1	10	70600043	0	0	1	3	4000	301	3	10010	3	4270
60344	3	1	10	70600043	0	0	1	3	4000	301	4	10010	3	4750
60350	3	1	10	70600043	0	8	3	3	1000	301	0	10010	3	3110
60351	3	1	10	70600043	0	8	3	3	1000	301	1	10010	3	3460
60352	3	1	10	70600043	0	8	3	3	1000	301	2	10010	3	3840
60353	3	1	10	70600043	0	8	3	3	1000	301	3	10010	3	4270
60354	3	1	10	70600043	0	8	3	3	1000	301	4	10010	3	4750
60410	3	1	10	70600044	0	12	4	4	5000	401	0	10010	3	3730
60411	3	1	10	70600044	0	12	4	4	5000	401	1	10010	3	4150
60412	3	1	10	70600044	0	12	4	4	5000	401	2	10010	3	4610
60413	3	1	10	70600044	0	12	4	4	5000	401	3	10010	3	5130
60414	3	1	10	70600044	0	12	4	4	5000	401	4	10010	3	5700
60420	3	1	10	70600044	0	0	5	4	2000	401	0	10010	3	3730
60421	3	1	10	70600044	0	0	5	4	2000	401	1	10010	3	4150
60422	3	1	10	70600044	0	0	5	4	2000	401	2	10010	3	4610
60423	3	1	10	70600044	0	0	5	4	2000	401	3	10010	3	5130
60424	3	1	10	70600044	0	0	5	4	2000	401	4	10010	3	5700
60430	3	1	10	70600044	0	10	2	4	3000	401	0	10010	3	3730
60431	3	1	10	70600044	0	10	2	4	3000	401	1	10010	3	4150
60432	3	1	10	70600044	0	10	2	4	3000	401	2	10010	3	4610
60433	3	1	10	70600044	0	10	2	4	3000	401	3	10010	3	5130
60434	3	1	10	70600044	0	10	2	4	3000	401	4	10010	3	5700
60440	3	1	10	70600044	0	0	1	4	4000	401	0	10010	3	3730
60441	3	1	10	70600044	0	0	1	4	4000	401	1	10010	3	4150
60442	3	1	10	70600044	0	0	1	4	4000	401	2	10010	3	4610
60443	3	1	10	70600044	0	0	1	4	4000	401	3	10010	3	5130
60444	3	1	10	70600044	0	0	1	4	4000	401	4	10010	3	5700
60450	3	1	10	70600044	0	8	3	4	1000	401	0	10010	3	3730
60451	3	1	10	70600044	0	8	3	4	1000	401	1	10010	3	4150
60452	3	1	10	70600044	0	8	3	4	1000	401	2	10010	3	4610
60453	3	1	10	70600044	0	8	3	4	1000	401	3	10010	3	5130
60454	3	1	10	70600044	0	8	3	4	1000	401	4	10010	3	5700
61210	3	1	10	70600042	0	12	4	2	5000	201	0	10011	2	2490
61211	3	1	10	70600042	0	12	4	2	5000	201	1	10011	2	2770
61212	3	1	10	70600042	0	12	4	2	5000	201	2	10011	2	3070
61213	3	1	10	70600042	0	12	4	2	5000	201	3	10011	2	3420
61214	3	1	10	70600042	0	12	4	2	5000	201	4	10011	2	3800
61220	3	1	10	70600042	0	0	5	2	2000	201	0	10011	2	2490
61221	3	1	10	70600042	0	0	5	2	2000	201	1	10011	2	2770
61222	3	1	10	70600042	0	0	5	2	2000	201	2	10011	2	3070
61223	3	1	10	70600042	0	0	5	2	2000	201	3	10011	2	3420
61224	3	1	10	70600042	0	0	5	2	2000	201	4	10011	2	3800
61230	3	1	10	70600042	0	10	2	2	3000	201	0	10011	2	2490
61231	3	1	10	70600042	0	10	2	2	3000	201	1	10011	2	2770
61232	3	1	10	70600042	0	10	2	2	3000	201	2	10011	2	3070
61233	3	1	10	70600042	0	10	2	2	3000	201	3	10011	2	3420
61234	3	1	10	70600042	0	10	2	2	3000	201	4	10011	2	3800
61240	3	1	10	70600042	0	0	1	2	4000	201	0	10011	2	2490
61241	3	1	10	70600042	0	0	1	2	4000	201	1	10011	2	2770
61242	3	1	10	70600042	0	0	1	2	4000	201	2	10011	2	3070
61243	3	1	10	70600042	0	0	1	2	4000	201	3	10011	2	3420
61244	3	1	10	70600042	0	0	1	2	4000	201	4	10011	2	3800
61250	3	1	10	70600042	0	8	3	2	1000	201	0	10011	2	2490
61251	3	1	10	70600042	0	8	3	2	1000	201	1	10011	2	2770
61252	3	1	10	70600042	0	8	3	2	1000	201	2	10011	2	3070
61253	3	1	10	70600042	0	8	3	2	1000	201	3	10011	2	3420
61254	3	1	10	70600042	0	8	3	2	1000	201	4	10011	2	3800
61310	3	1	10	70600043	0	12	4	3	5000	301	0	10011	3	3110
61311	3	1	10	70600043	0	12	4	3	5000	301	1	10011	3	3460
61312	3	1	10	70600043	0	12	4	3	5000	301	2	10011	3	3840
61313	3	1	10	70600043	0	12	4	3	5000	301	3	10011	3	4270
61314	3	1	10	70600043	0	12	4	3	5000	301	4	10011	3	4750
61320	3	1	10	70600043	0	0	5	3	2000	301	0	10011	3	3110
61321	3	1	10	70600043	0	0	5	3	2000	301	1	10011	3	3460
61322	3	1	10	70600043	0	0	5	3	2000	301	2	10011	3	3840
61323	3	1	10	70600043	0	0	5	3	2000	301	3	10011	3	4270
61324	3	1	10	70600043	0	0	5	3	2000	301	4	10011	3	4750
61330	3	1	10	70600043	0	10	2	3	3000	301	0	10011	3	3110
61331	3	1	10	70600043	0	10	2	3	3000	301	1	10011	3	3460
61332	3	1	10	70600043	0	10	2	3	3000	301	2	10011	3	3840
61333	3	1	10	70600043	0	10	2	3	3000	301	3	10011	3	4270
61334	3	1	10	70600043	0	10	2	3	3000	301	4	10011	3	4750
61340	3	1	10	70600043	0	0	1	3	4000	301	0	10011	3	3110
61341	3	1	10	70600043	0	0	1	3	4000	301	1	10011	3	3460
61342	3	1	10	70600043	0	0	1	3	4000	301	2	10011	3	3840
61343	3	1	10	70600043	0	0	1	3	4000	301	3	10011	3	4270
61344	3	1	10	70600043	0	0	1	3	4000	301	4	10011	3	4750
61350	3	1	10	70600043	0	8	3	3	1000	301	0	10011	3	3110
61351	3	1	10	70600043	0	8	3	3	1000	301	1	10011	3	3460
61352	3	1	10	70600043	0	8	3	3	1000	301	2	10011	3	3840
61353	3	1	10	70600043	0	8	3	3	1000	301	3	10011	3	4270
61354	3	1	10	70600043	0	8	3	3	1000	301	4	10011	3	4750
62210	3	1	10	70600042	0	12	4	2	5000	201	0	10012	2	2490
62211	3	1	10	70600042	0	12	4	2	5000	201	1	10012	2	2770
62212	3	1	10	70600042	0	12	4	2	5000	201	2	10012	2	3070
62213	3	1	10	70600042	0	12	4	2	5000	201	3	10012	2	3420
62214	3	1	10	70600042	0	12	4	2	5000	201	4	10012	2	3800
62220	3	1	10	70600042	0	0	5	2	2000	201	0	10012	2	2490
62221	3	1	10	70600042	0	0	5	2	2000	201	1	10012	2	2770
62222	3	1	10	70600042	0	0	5	2	2000	201	2	10012	2	3070
62223	3	1	10	70600042	0	0	5	2	2000	201	3	10012	2	3420
62224	3	1	10	70600042	0	0	5	2	2000	201	4	10012	2	3800
62230	3	1	10	70600042	0	10	2	2	3000	201	0	10012	2	2490
62231	3	1	10	70600042	0	10	2	2	3000	201	1	10012	2	2770
62232	3	1	10	70600042	0	10	2	2	3000	201	2	10012	2	3070
62233	3	1	10	70600042	0	10	2	2	3000	201	3	10012	2	3420
62234	3	1	10	70600042	0	10	2	2	3000	201	4	10012	2	3800
62240	3	1	10	70600042	0	0	1	2	4000	201	0	10012	2	2490
62241	3	1	10	70600042	0	0	1	2	4000	201	1	10012	2	2770
62242	3	1	10	70600042	0	0	1	2	4000	201	2	10012	2	3070
62243	3	1	10	70600042	0	0	1	2	4000	201	3	10012	2	3420
62244	3	1	10	70600042	0	0	1	2	4000	201	4	10012	2	3800
62250	3	1	10	70600042	0	8	3	2	1000	201	0	10012	2	2490
62251	3	1	10	70600042	0	8	3	2	1000	201	1	10012	2	2770
62252	3	1	10	70600042	0	8	3	2	1000	201	2	10012	2	3070
62253	3	1	10	70600042	0	8	3	2	1000	201	3	10012	2	3420
62254	3	1	10	70600042	0	8	3	2	1000	201	4	10012	2	3800
62310	3	1	10	70600043	0	12	4	3	5000	301	0	10012	3	3110
62311	3	1	10	70600043	0	12	4	3	5000	301	1	10012	3	3460
62312	3	1	10	70600043	0	12	4	3	5000	301	2	10012	3	3840
62313	3	1	10	70600043	0	12	4	3	5000	301	3	10012	3	4270
62314	3	1	10	70600043	0	12	4	3	5000	301	4	10012	3	4750
62320	3	1	10	70600043	0	0	5	3	2000	301	0	10012	3	3110
62321	3	1	10	70600043	0	0	5	3	2000	301	1	10012	3	3460
62322	3	1	10	70600043	0	0	5	3	2000	301	2	10012	3	3840
62323	3	1	10	70600043	0	0	5	3	2000	301	3	10012	3	4270
62324	3	1	10	70600043	0	0	5	3	2000	301	4	10012	3	4750
62330	3	1	10	70600043	0	10	2	3	3000	301	0	10012	3	3110
62331	3	1	10	70600043	0	10	2	3	3000	301	1	10012	3	3460
62332	3	1	10	70600043	0	10	2	3	3000	301	2	10012	3	3840
62333	3	1	10	70600043	0	10	2	3	3000	301	3	10012	3	4270
62334	3	1	10	70600043	0	10	2	3	3000	301	4	10012	3	4750
62340	3	1	10	70600043	0	0	1	3	4000	301	0	10012	3	3110
62341	3	1	10	70600043	0	0	1	3	4000	301	1	10012	3	3460
62342	3	1	10	70600043	0	0	1	3	4000	301	2	10012	3	3840
62343	3	1	10	70600043	0	0	1	3	4000	301	3	10012	3	4270
62344	3	1	10	70600043	0	0	1	3	4000	301	4	10012	3	4750
62350	3	1	10	70600043	0	8	3	3	1000	301	0	10012	3	3110
62351	3	1	10	70600043	0	8	3	3	1000	301	1	10012	3	3460
62352	3	1	10	70600043	0	8	3	3	1000	301	2	10012	3	3840
62353	3	1	10	70600043	0	8	3	3	1000	301	3	10012	3	4270
62354	3	1	10	70600043	0	8	3	3	1000	301	4	10012	3	4750
63210	3	1	10	70600042	0	12	4	2	5000	201	0	10013	2	2490
63211	3	1	10	70600042	0	12	4	2	5000	201	1	10013	2	2770
63212	3	1	10	70600042	0	12	4	2	5000	201	2	10013	2	3070
63213	3	1	10	70600042	0	12	4	2	5000	201	3	10013	2	3420
63214	3	1	10	70600042	0	12	4	2	5000	201	4	10013	2	3800
63220	3	1	10	70600042	0	0	5	2	2000	201	0	10013	2	2490
63221	3	1	10	70600042	0	0	5	2	2000	201	1	10013	2	2770
63222	3	1	10	70600042	0	0	5	2	2000	201	2	10013	2	3070
63223	3	1	10	70600042	0	0	5	2	2000	201	3	10013	2	3420
63224	3	1	10	70600042	0	0	5	2	2000	201	4	10013	2	3800
63230	3	1	10	70600042	0	10	2	2	3000	201	0	10013	2	2490
63231	3	1	10	70600042	0	10	2	2	3000	201	1	10013	2	2770
63232	3	1	10	70600042	0	10	2	2	3000	201	2	10013	2	3070
63233	3	1	10	70600042	0	10	2	2	3000	201	3	10013	2	3420
63234	3	1	10	70600042	0	10	2	2	3000	201	4	10013	2	3800
63240	3	1	10	70600042	0	0	1	2	4000	201	0	10013	2	2490
63241	3	1	10	70600042	0	0	1	2	4000	201	1	10013	2	2770
63242	3	1	10	70600042	0	0	1	2	4000	201	2	10013	2	3070
63243	3	1	10	70600042	0	0	1	2	4000	201	3	10013	2	3420
63244	3	1	10	70600042	0	0	1	2	4000	201	4	10013	2	3800
63250	3	1	10	70600042	0	8	3	2	1000	201	0	10013	2	2490
63251	3	1	10	70600042	0	8	3	2	1000	201	1	10013	2	2770
63252	3	1	10	70600042	0	8	3	2	1000	201	2	10013	2	3070
63253	3	1	10	70600042	0	8	3	2	1000	201	3	10013	2	3420
63254	3	1	10	70600042	0	8	3	2	1000	201	4	10013	2	3800
63310	3	1	10	70600043	0	12	4	3	5000	301	0	10013	3	3110
63311	3	1	10	70600043	0	12	4	3	5000	301	1	10013	3	3460
63312	3	1	10	70600043	0	12	4	3	5000	301	2	10013	3	3840
63313	3	1	10	70600043	0	12	4	3	5000	301	3	10013	3	4270
63314	3	1	10	70600043	0	12	4	3	5000	301	4	10013	3	4750
63320	3	1	10	70600043	0	0	5	3	2000	301	0	10013	3	3110
63321	3	1	10	70600043	0	0	5	3	2000	301	1	10013	3	3460
63322	3	1	10	70600043	0	0	5	3	2000	301	2	10013	3	3840
63323	3	1	10	70600043	0	0	5	3	2000	301	3	10013	3	4270
63324	3	1	10	70600043	0	0	5	3	2000	301	4	10013	3	4750
63330	3	1	10	70600043	0	10	2	3	3000	301	0	10013	3	3110
63331	3	1	10	70600043	0	10	2	3	3000	301	1	10013	3	3460
63332	3	1	10	70600043	0	10	2	3	3000	301	2	10013	3	3840
63333	3	1	10	70600043	0	10	2	3	3000	301	3	10013	3	4270
63334	3	1	10	70600043	0	10	2	3	3000	301	4	10013	3	4750
63340	3	1	10	70600043	0	0	1	3	4000	301	0	10013	3	3110
63341	3	1	10	70600043	0	0	1	3	4000	301	1	10013	3	3460
63342	3	1	10	70600043	0	0	1	3	4000	301	2	10013	3	3840
63343	3	1	10	70600043	0	0	1	3	4000	301	3	10013	3	4270
63344	3	1	10	70600043	0	0	1	3	4000	301	4	10013	3	4750
63350	3	1	10	70600043	0	8	3	3	1000	301	0	10013	3	3110
63351	3	1	10	70600043	0	8	3	3	1000	301	1	10013	3	3460
63352	3	1	10	70600043	0	8	3	3	1000	301	2	10013	3	3840
63353	3	1	10	70600043	0	8	3	3	1000	301	3	10013	3	4270
63354	3	1	10	70600043	0	8	3	3	1000	301	4	10013	3	4750
71410	3	1	10	70600044	0	12	4	4	5000	401	0	14001	3	3730
71411	3	1	10	70600044	0	12	4	4	5000	401	1	14001	3	4150
71412	3	1	10	70600044	0	12	4	4	5000	401	2	14001	3	4610
71413	3	1	10	70600044	0	12	4	4	5000	401	3	14001	3	5130
71414	3	1	10	70600044	0	12	4	4	5000	401	4	14001	3	5700
71420	3	1	10	70600044	0	0	5	4	2000	401	0	14001	3	3730
71421	3	1	10	70600044	0	0	5	4	2000	401	1	14001	3	4150
71422	3	1	10	70600044	0	0	5	4	2000	401	2	14001	3	4610
71423	3	1	10	70600044	0		5	4	2000	401	3	14001	3	5130
71424	3	1	10	70600044	0		5	4	2000	401	4	14001	3	5700
71430	3	1	10	70600044	0	10	2	4	3000	401	0	14001	3	3730
71431	3	1	10	70600044	0	10	2	4	3000	401	1	14001	3	4150
71432	3	1	10	70600044	0	10	2	4	3000	401	2	14001	3	4610
71433	3	1	10	70600044	0	10	2	4	3000	401	3	14001	3	5130
71434	3	1	10	70600044	0	0	2	4	3000	401	4	14001	3	5700
71440	3	1	10	70600044	0	0	1	4	4000	401	0	14001	3	3730
71441	3	1	10	70600044	0		1	4	4000	401	1	14001	3	4150
