ID	Prefab路径	默认阵营	类型	JSON名称	能否移动	是否有音响	是否能装备	能否交互	视距等级	标签	客户端脚本	ItemJSON名称	ItemPrefab路径	雷达提示类型	Name
50014504	ART/Equip/AvatarEquip/Equip_Catalyst_Kunwu/Equip_Catalyst_Kunwu	0	8	Catalyst_Ball		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Catalyst_Kunwu/Equip_Catalyst_Kunwu		GadgetData_Equip_Name_50014504
50014505	ART/Equip/AvatarEquip/Equip_Catalyst_Morax/Equip_Catalyst_Morax	0	8	Catalyst_Ball		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Catalyst_Morax/Equip_Catalyst_Morax		GadgetData_Equip_Name_50014505
50014506	ART/Equip/AvatarEquip/Equip_Catalyst_Kaleido/Equip_Catalyst_Kaleido	0	8	Catalyst_Ball		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Catalyst_Kaleido/Equip_Catalyst_Kaleido		GadgetData_Equip_Name_50014506
50015101	ART/Equip/AvatarEquip/Equip_Bow_Hunters/Equip_Bow_Hunters	0	8	Weapon_Bow_Metal		1	1			item		Lv1_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Hunters/Equip_Bow_Hunters		GadgetData_Equip_Name_50015101
50015201	ART/Equip/AvatarEquip/Equip_Bow_Old/Equip_Bow_Old	0	8	Weapon_Bow_Metal		1	1			item		Lv2_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Old/Equip_Bow_Old		GadgetData_Equip_Name_50015201
50015301	ART/Equip/AvatarEquip/Equip_Bow_Crowfeather/Equip_Bow_Crowfeather	0	8	Weapon_Bow_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Crowfeather/Equip_Bow_Crowfeather		GadgetData_Equip_Name_50015301
50015302	ART/Equip/AvatarEquip/Equip_Bow_Arjuna/Equip_Bow_Arjuna	0	8	Weapon_Bow_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Arjuna/Equip_Bow_Arjuna		GadgetData_Equip_Name_50015302
50015303	ART/Equip/AvatarEquip/Equip_Bow_Curve/Equip_Bow_Curve	0	8	Weapon_Bow_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Curve/Equip_Bow_Curve		GadgetData_Equip_Name_50015303
50015304	ART/Equip/AvatarEquip/Equip_Bow_Sling/Equip_Bow_Sling	0	8	Weapon_Bow_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Sling/Equip_Bow_Sling		GadgetData_Equip_Name_50015304
50015305	ART/Equip/AvatarEquip/Equip_Bow_Msg/Equip_Bow_Msg	0	8	Weapon_Bow_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Msg/Equip_Bow_Msg		GadgetData_Equip_Name_50015305
50015306	ART/Equip/AvatarEquip/Equip_Bow_Hardwood/Equip_Bow_Hardwood	0	8	Weapon_Bow_Metal		1	1			item		Lv3_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Hardwood/Equip_Bow_Hardwood		GadgetData_Equip_Name_50015306
50015401	ART/Equip/AvatarEquip/Equip_Bow_Zephyrus/Equip_Bow_Zephyrus	0	8	Weapon_Bow_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Zephyrus/Equip_Bow_Zephyrus		GadgetData_Equip_Name_50015401
50015402	ART/Equip/AvatarEquip/Equip_Bow_Troupe/Equip_Bow_Troupe	0	8	Weapon_Bow_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Troupe/Equip_Bow_Troupe		GadgetData_Equip_Name_50015402
50015403	ART/Equip/AvatarEquip/Equip_Bow_Fossil/Equip_Bow_Fossil	0	8	Weapon_Bow_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Fossil/Equip_Bow_Fossil		GadgetData_Equip_Name_50015403
50015404	ART/Equip/AvatarEquip/Equip_Bow_Theocrat/Equip_Bow_Theocrat	0	8	Weapon_Bow_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Theocrat/Equip_Bow_Theocrat		GadgetData_Equip_Name_50015404
50015405	ART/Equip/AvatarEquip/Equip_Bow_Recluse/Equip_Bow_Recluse	0	8	Weapon_Bow_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Recluse/Equip_Bow_Recluse		GadgetData_Equip_Name_50015405
50015406	ART/Equip/AvatarEquip/Equip_Bow_Proto/Equip_Bow_Proto	0	8	Weapon_Bow_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Proto/Equip_Bow_Proto		GadgetData_Equip_Name_50015406
50015407	ART/Equip/AvatarEquip/Equip_Bow_Exotic/Equip_Bow_Exotic	0	8	Weapon_Bow_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Exotic/Equip_Bow_Exotic		GadgetData_Equip_Name_50015407
50015408	ART/Equip/AvatarEquip/Equip_Bow_Blackrock/Equip_Bow_Blackrock	0	8	Weapon_Bow_Metal		1	1			item		Lv4_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Blackrock/Equip_Bow_Blackrock		GadgetData_Equip_Name_50015408
50015501	ART/Equip/AvatarEquip/Equip_Bow_Dvalin/Equip_Bow_Dvalin	0	8	Weapon_Bow_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Dvalin/Equip_Bow_Dvalin		GadgetData_Equip_Name_50015501
50015502	ART/Equip/AvatarEquip/Equip_Bow_Amos/Equip_Bow_Amos	0	8	Weapon_Bow_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Amos/Equip_Bow_Amos		GadgetData_Equip_Name_50015502
50015503	ART/Equip/AvatarEquip/Equip_Bow_Widsith/Equip_Bow_Widsith	0	8	Weapon_Bow_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Widsith/Equip_Bow_Widsith		GadgetData_Equip_Name_50015503
50015504	ART/Equip/AvatarEquip/Equip_Bow_Kunwu/Equip_Bow_Kunwu	0	8	Weapon_Bow_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Kunwu/Equip_Bow_Kunwu		GadgetData_Equip_Name_50015504
50015505	ART/Equip/AvatarEquip/Equip_Bow_Morax/Equip_Bow_Morax	0	8	Weapon_Bow_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Morax/Equip_Bow_Morax		GadgetData_Equip_Name_50015505
50015506	ART/Equip/AvatarEquip/Equip_Bow_Moonfall/Equip_Bow_Moonfall	0	8	Weapon_Bow_Metal		1	1			item		Lv5_Weapon	ART/Equip/AvatarEquip/Equip_Bow_Moonfall/Equip_Bow_Moonfall		GadgetData_Equip_Name_50015506
