ID	图标	类型	重量	排序权重	物件ID	可丢弃	使用等级	材料类型	冷却时间	冷却组	堆叠上限	最大使用数量	获得即使用	禁止提示第一次获得	需要特殊表现	目标	[使用]1操作	[使用]1参数1	[使用]1参数2	[使用]1参数3	[使用]2操作	[使用]2参数1	[使用]2参数2	阶数	料理品质	效果图标	拾取虚拟id	拾取特效	是否分开掉落	Name	Desc	InteractionTitle	EffectDesc	TypeDesc
3020	UI_ItemIcon_1020	2						12			1000	99	1				21	303020						4						MaterialData_Name_3020	MaterialData_Desc_3020	MaterialData_InteractionTitle_3020	MaterialData_EffectDesc_3020	MaterialData_TypeDesc_3020
3021	UI_ItemIcon_1015	2						7			1000	99	1				3	10000015	5	0				4						MaterialData_Name_3021	MaterialData_Desc_3021	MaterialData_InteractionTitle_3021	MaterialData_EffectDesc_3021	MaterialData_TypeDesc_3021
3022	UI_ItemIcon_1006	2						7			1000	99	1				3	10000006	5	0				4						MaterialData_Name_3022	MaterialData_Desc_3022	MaterialData_InteractionTitle_3022	MaterialData_EffectDesc_3022	MaterialData_TypeDesc_3022
100001	UI_ItemIcon_100001	2	1	5	70540003	1		15			1000	99				4	10	120	Eff_UI_AvatarIcon_Recovery_Once							UI_Buff_Item_Recovery_HpAdd			1	MaterialData_Name_100001	MaterialData_Desc_100001	MaterialData_InteractionTitle_100001	MaterialData_EffectDesc_100001	MaterialData_TypeDesc_100001
100011	UI_ItemIcon_100011	2	1	5	70520004	1		4			1000																		1	MaterialData_Name_100011	MaterialData_Desc_100011	MaterialData_InteractionTitle_100011	MaterialData_EffectDesc_100011	MaterialData_TypeDesc_100011
100012	UI_ItemIcon_100012	2	1	5	70520005	1		4			1000																		1	MaterialData_Name_100012	MaterialData_Desc_100012	MaterialData_InteractionTitle_100012	MaterialData_EffectDesc_100012	MaterialData_TypeDesc_100012
100013	UI_ItemIcon_100013	2	1	5	70520014	1		4			1000																		1	MaterialData_Name_100013	MaterialData_Desc_100013	MaterialData_InteractionTitle_100013	MaterialData_EffectDesc_100013	MaterialData_TypeDesc_100013
100014	UI_ItemIcon_100014	2	1	5	70520015	1		4			1000																		1	MaterialData_Name_100014	MaterialData_Desc_100014	MaterialData_InteractionTitle_100014	MaterialData_EffectDesc_100014	MaterialData_TypeDesc_100014
100015	UI_ItemIcon_100015	2	1	5	70520008	1		4			1000																		1	MaterialData_Name_100015	MaterialData_Desc_100015	MaterialData_InteractionTitle_100015	MaterialData_EffectDesc_100015	MaterialData_TypeDesc_100015
100016	UI_ItemIcon_100016	2	1	5	70520009	1		4			1000																		1	MaterialData_Name_100016	MaterialData_Desc_100016	MaterialData_InteractionTitle_100016	MaterialData_EffectDesc_100016	MaterialData_TypeDesc_100016
100017	UI_ItemIcon_100017	2	1	5	70590010	1		4			1000																		1	MaterialData_Name_100017	MaterialData_Desc_100017	MaterialData_InteractionTitle_100017	MaterialData_EffectDesc_100017	MaterialData_TypeDesc_100017
100018	UI_ItemIcon_100018	2	1	5	70520011	1		4			1000																		1	MaterialData_Name_100018	MaterialData_Desc_100018	MaterialData_InteractionTitle_100018	MaterialData_EffectDesc_100018	MaterialData_TypeDesc_100018
100019	UI_ItemIcon_100019	2	1	5	70520012	1		4			1000																		1	MaterialData_Name_100019	MaterialData_Desc_100019	MaterialData_InteractionTitle_100019	MaterialData_EffectDesc_100019	MaterialData_TypeDesc_100019
100020	UI_ItemIcon_100020	2	1	5	70540005	1		4			1000																		1	MaterialData_Name_100020	MaterialData_Desc_100020	MaterialData_InteractionTitle_100020	MaterialData_EffectDesc_100020	MaterialData_TypeDesc_100020
100051	UI_ItemIcon_100051	2	1	5	70540001	1		4			1000																		1	MaterialData_Name_100051	MaterialData_Desc_100051	MaterialData_InteractionTitle_100051	MaterialData_EffectDesc_100051	MaterialData_TypeDesc_100051
100052	UI_ItemIcon_100052	2	1	6	70540002	1		4			1000																		1	MaterialData_Name_100052	MaterialData_Desc_100052	MaterialData_InteractionTitle_100052	MaterialData_EffectDesc_100052	MaterialData_TypeDesc_100052
100053	UI_ItemIcon_100053	2	1	6	70540006	1		4			1000																		1	MaterialData_Name_100053	MaterialData_Desc_100053	MaterialData_InteractionTitle_100053	MaterialData_EffectDesc_100053	MaterialData_TypeDesc_100053
100054	UI_ItemIcon_100054	2	1	6	70540007	1		4			1000																		1	MaterialData_Name_100054	MaterialData_Desc_100054	MaterialData_InteractionTitle_100054	MaterialData_EffectDesc_100054	MaterialData_TypeDesc_100054
100055	UI_ItemIcon_100055	2	1	6	70510004	1		4			1000																		1	MaterialData_Name_100055	MaterialData_Desc_100055	MaterialData_InteractionTitle_100055	MaterialData_EffectDesc_100055	MaterialData_TypeDesc_100055
100056	UI_ItemIcon_100056	2	1	6	70590013	1		4			1000																		1	MaterialData_Name_100056	MaterialData_Desc_100056	MaterialData_InteractionTitle_100056	MaterialData_EffectDesc_100056	MaterialData_TypeDesc_100056
100057	UI_ItemIcon_100057	2	1	6	70510009			4			1000																		1	MaterialData_Name_100057	MaterialData_Desc_100057	MaterialData_InteractionTitle_100057	MaterialData_EffectDesc_100057	MaterialData_TypeDesc_100057
100061	UI_ItemIcon_100061	2	1	5	70520016	1		4			1000																		1	MaterialData_Name_100061	MaterialData_Desc_100061	MaterialData_InteractionTitle_100061	MaterialData_EffectDesc_100061	MaterialData_TypeDesc_100061
100062	UI_ItemIcon_100062	2	1	5	70540004	1		4			1000																		1	MaterialData_Name_100062	MaterialData_Desc_100062	MaterialData_InteractionTitle_100062	MaterialData_EffectDesc_100062	MaterialData_TypeDesc_100062
100063	UI_ItemIcon_100063	2	1	5	70520013	1		4			1000																		1	MaterialData_Name_100063	MaterialData_Desc_100063	MaterialData_InteractionTitle_100063	MaterialData_EffectDesc_100063	MaterialData_TypeDesc_100063
100064	UI_ItemIcon_100064	2	1	5	70520017	1		4			1000																		1	MaterialData_Name_100064	MaterialData_Desc_100064	MaterialData_InteractionTitle_100064	MaterialData_EffectDesc_100064	MaterialData_TypeDesc_100064
100072	UI_ItemIcon_100072	2	1	5	70590006			4			1000																		1	MaterialData_Name_100072	MaterialData_Desc_100072	MaterialData_InteractionTitle_100072	MaterialData_EffectDesc_100072	MaterialData_TypeDesc_100072
100073	UI_ItemIcon_100073	2	1	5	70540003			4			1000																		1	MaterialData_Name_100073	MaterialData_Desc_100073	MaterialData_InteractionTitle_100073	MaterialData_EffectDesc_100073	MaterialData_TypeDesc_100073
100074	UI_ItemIcon_110007	2	1	5	70540003			4			1000																		1	MaterialData_Name_100074	MaterialData_Desc_100074	MaterialData_InteractionTitle_100074	MaterialData_EffectDesc_100074	MaterialData_TypeDesc_100074
100075	UI_ItemIcon_100075	2	1	5				4			1000																		1	MaterialData_Name_100075	MaterialData_Desc_100075	MaterialData_InteractionTitle_100075	MaterialData_EffectDesc_100075	MaterialData_TypeDesc_100075
100076	UI_ItemIcon_100076	2	1	5				4			1000																		1	MaterialData_Name_100076	MaterialData_Desc_100076	MaterialData_InteractionTitle_100076	MaterialData_EffectDesc_100076	MaterialData_TypeDesc_100076
100077	UI_ItemIcon_100077	2	1	5				4			1000																		1	MaterialData_Name_100077	MaterialData_Desc_100077	MaterialData_InteractionTitle_100077	MaterialData_EffectDesc_100077	MaterialData_TypeDesc_100077
100078	UI_ItemIcon_100078	2	1	5				4			1000																		1	MaterialData_Name_100078	MaterialData_Desc_100078	MaterialData_InteractionTitle_100078	MaterialData_EffectDesc_100078	MaterialData_TypeDesc_100078
100079	UI_ItemIcon_100079	2	1	5				4			1000																		1	MaterialData_Name_100079	MaterialData_Desc_100079	MaterialData_InteractionTitle_100079	MaterialData_EffectDesc_100079	MaterialData_TypeDesc_100079
100080	UI_ItemIcon_100080	2	1	5				4			1000																		1	MaterialData_Name_100080	MaterialData_Desc_100080	MaterialData_InteractionTitle_100080	MaterialData_EffectDesc_100080	MaterialData_TypeDesc_100080
100081	UI_ItemIcon_100081	2	1	5				4			1000																		1	MaterialData_Name_100081	MaterialData_Desc_100081	MaterialData_InteractionTitle_100081	MaterialData_EffectDesc_100081	MaterialData_TypeDesc_100081
100082	UI_ItemIcon_100082	2	1	5				4			1000																		1	MaterialData_Name_100082	MaterialData_Desc_100082	MaterialData_InteractionTitle_100082	MaterialData_EffectDesc_100082	MaterialData_TypeDesc_100082
100083	UI_ItemIcon_100083	2	1	5				4			1000																		1	MaterialData_Name_100083	MaterialData_Desc_100083	MaterialData_InteractionTitle_100083	MaterialData_EffectDesc_100083	MaterialData_TypeDesc_100083
100084	UI_ItemIcon_100084	2	1	5				4			1000																		1	MaterialData_Name_100084	MaterialData_Desc_100084	MaterialData_InteractionTitle_100084	MaterialData_EffectDesc_100084	MaterialData_TypeDesc_100084
100085	UI_ItemIcon_100085	2	1	5				4			1000																		1	MaterialData_Name_100085	MaterialData_Desc_100085	MaterialData_InteractionTitle_100085	MaterialData_EffectDesc_100085	MaterialData_TypeDesc_100085
100086	UI_ItemIcon_100061	2	1	5	70560001	1		4			1000																		1	MaterialData_Name_100086	MaterialData_Desc_100086	MaterialData_InteractionTitle_100086	MaterialData_EffectDesc_100086	MaterialData_TypeDesc_100086
100087	UI_ItemIcon_100064	2	1	5	70590009	1		4			1000																		1	MaterialData_Name_100087	MaterialData_Desc_100087	MaterialData_InteractionTitle_100087	MaterialData_EffectDesc_100087	MaterialData_TypeDesc_100087
101001	UI_ItemIcon_101001	2	1	6	70560002	1		4			1000																		1	MaterialData_Name_101001	MaterialData_Desc_101001	MaterialData_InteractionTitle_101001	MaterialData_EffectDesc_101001	MaterialData_TypeDesc_101001
101002	UI_ItemIcon_101002	2	1	7	70560003	1		4			1000																		1	MaterialData_Name_101002	MaterialData_Desc_101002	MaterialData_InteractionTitle_101002	MaterialData_EffectDesc_101002	MaterialData_TypeDesc_101002
101003	UI_ItemIcon_101003	2	1	8	70560004	1		4			1000																		1	MaterialData_Name_101003	MaterialData_Desc_101003	MaterialData_InteractionTitle_101003	MaterialData_EffectDesc_101003	MaterialData_TypeDesc_101003
100003	UI_ItemIcon_100003	2	1	10	70300001			2			1000	1					1	2002												MaterialData_Name_100003	MaterialData_Desc_100003	MaterialData_InteractionTitle_100003	MaterialData_EffectDesc_100003	MaterialData_TypeDesc_100003
100004	UI_ItemIcon_100004	2	1	10	70300001	1		2			1000																			MaterialData_Name_100004	MaterialData_Desc_100004	MaterialData_InteractionTitle_100004	MaterialData_EffectDesc_100004	MaterialData_TypeDesc_100004
100005	UI_ItemIcon_100005	2	1	10	70300001	1		2			1000																			MaterialData_Name_100005	MaterialData_Desc_100005	MaterialData_InteractionTitle_100005	MaterialData_EffectDesc_100005	MaterialData_TypeDesc_100005
100006	UI_ItemIcon_100006	2	1	10	70300001	1		2			1000																			MaterialData_Name_100006	MaterialData_Desc_100006	MaterialData_InteractionTitle_100006	MaterialData_EffectDesc_100006	MaterialData_TypeDesc_100006
100007	UI_ItemIcon_100007	2	1	10	70300001	1		2			1000																			MaterialData_Name_100007	MaterialData_Desc_100007	MaterialData_InteractionTitle_100007	MaterialData_EffectDesc_100007	MaterialData_TypeDesc_100007
100008	UI_ItemIcon_100008	2	1	10	70300001	1		2			1000																			MaterialData_Name_100008	MaterialData_Desc_100008	MaterialData_InteractionTitle_100008	MaterialData_EffectDesc_100008	MaterialData_TypeDesc_100008
100009	UI_ItemIcon_100009	2	1	10	70300001	1		2			1000																			MaterialData_Name_100009	MaterialData_Desc_100009	MaterialData_InteractionTitle_100009	MaterialData_EffectDesc_100009	MaterialData_TypeDesc_100009
100010	UI_ItemIcon_100010	2	1	10	70300001	1		2			1000																			MaterialData_Name_100010	MaterialData_Desc_100010	MaterialData_InteractionTitle_100010	MaterialData_EffectDesc_100010	MaterialData_TypeDesc_100010
100101	UI_ItemIcon_100101	2	1	10	70300009	1		2			1000																			MaterialData_Name_100101	MaterialData_Desc_100101	MaterialData_InteractionTitle_100101	MaterialData_EffectDesc_100101	MaterialData_TypeDesc_100101
100102	UI_ItemIcon_100102	2	1	10	70300010	1		2			1000																			MaterialData_Name_100102	MaterialData_Desc_100102	MaterialData_InteractionTitle_100102	MaterialData_EffectDesc_100102	MaterialData_TypeDesc_100102
100103	UI_ItemIcon_100103	2	1	10	70300008	1		2			1000																			MaterialData_Name_100103	MaterialData_Desc_100103	MaterialData_InteractionTitle_100103	MaterialData_EffectDesc_100103	MaterialData_TypeDesc_100103
100104	UI_ItemIcon_100104	2	1	10	70300008	1		2			1000																			MaterialData_Name_100104	MaterialData_Desc_100104	MaterialData_InteractionTitle_100104	MaterialData_EffectDesc_100104	MaterialData_TypeDesc_100104
100105	UI_ItemIcon_100105	2	1	10	70300011	1		2			1000																			MaterialData_Name_100105	MaterialData_Desc_100105	MaterialData_InteractionTitle_100105	MaterialData_EffectDesc_100105	MaterialData_TypeDesc_100105
100106	UI_ItemIcon_100106	2	1	10	70300010	1		2			1000																			MaterialData_Name_100106	MaterialData_Desc_100106	MaterialData_InteractionTitle_100106	MaterialData_EffectDesc_100106	MaterialData_TypeDesc_100106
100107	UI_ItemIcon_100107	2	1	10	70300007	1		2			1000	1	1			2	10	-100												MaterialData_Name_100107	MaterialData_Desc_100107	MaterialData_InteractionTitle_100107	MaterialData_EffectDesc_100107	MaterialData_TypeDesc_100107
100108	UI_ItemIcon_100108	2	1	10	70300012	1		2			1000																			MaterialData_Name_100108	MaterialData_Desc_100108	MaterialData_InteractionTitle_100108	MaterialData_EffectDesc_100108	MaterialData_TypeDesc_100108
100109	UI_ItemIcon_100109	2	1	10	70300012	1		2			1000	1	1			2	10	100												MaterialData_Name_100109	MaterialData_Desc_100109	MaterialData_InteractionTitle_100109	MaterialData_EffectDesc_100109	MaterialData_TypeDesc_100109
100110	UI_ItemIcon_100110	2	1	10	70300006			2			1																			MaterialData_Name_100110	MaterialData_Desc_100110	MaterialData_InteractionTitle_100110	MaterialData_EffectDesc_100110	MaterialData_TypeDesc_100110
100111	UI_ItemIcon_100111	2	1	10	70300006			2			1																			MaterialData_Name_100111	MaterialData_Desc_100111	MaterialData_InteractionTitle_100111	MaterialData_EffectDesc_100111	MaterialData_TypeDesc_100111
100112	UI_ItemIcon_100112	2	1	10	70300006			2			1																			MaterialData_Name_100112	MaterialData_Desc_100112	MaterialData_InteractionTitle_100112	MaterialData_EffectDesc_100112	MaterialData_TypeDesc_100112
100113	UI_ItemIcon_100112	2	1	10	70300001	1		2			1000	1	1			2	10	0												MaterialData_Name_100113	MaterialData_Desc_100113	MaterialData_InteractionTitle_100113	MaterialData_EffectDesc_100113	MaterialData_TypeDesc_100113
100114	UI_ItemIcon_100114	2	1	10	70300012	1		2			1000																			MaterialData_Name_100114	MaterialData_Desc_100114	MaterialData_InteractionTitle_100114	MaterialData_EffectDesc_100114	MaterialData_TypeDesc_100114
100115	UI_ItemIcon_100115	2	1	10	70300001	1		2			1000																			MaterialData_Name_100115	MaterialData_Desc_100115	MaterialData_InteractionTitle_100115	MaterialData_EffectDesc_100115	MaterialData_TypeDesc_100115
100120	UI_ItemIcon_100120	2	1	10	70300020	1		2			1000																			MaterialData_Name_100120	MaterialData_Desc_100120	MaterialData_InteractionTitle_100120	MaterialData_EffectDesc_100120	MaterialData_TypeDesc_100120
100121	UI_ItemIcon_100121	2	1	10	70300020	1		9			1000													1						MaterialData_Name_100121	MaterialData_Desc_100121	MaterialData_InteractionTitle_100121	MaterialData_EffectDesc_100121	MaterialData_TypeDesc_100121
100122	UI_ItemIcon_100122	2	1	10	70300020	1		9			1000													3						MaterialData_Name_100122	MaterialData_Desc_100122	MaterialData_InteractionTitle_100122	MaterialData_EffectDesc_100122	MaterialData_TypeDesc_100122
100123	UI_ItemIcon_100123	2	1	10	70300020	1		9			1000													4						MaterialData_Name_100123	MaterialData_Desc_100123	MaterialData_InteractionTitle_100123	MaterialData_EffectDesc_100123	MaterialData_TypeDesc_100123
100124	UI_ItemIcon_100124	2	1	10	70300020	1		9			1000													5						MaterialData_Name_100124	MaterialData_Desc_100124	MaterialData_InteractionTitle_100124	MaterialData_EffectDesc_100124	MaterialData_TypeDesc_100124
100125	UI_ItemIcon_100125	2	1	10	70220010	1		2			1000																			MaterialData_Name_100125	MaterialData_Desc_100125	MaterialData_InteractionTitle_100125	MaterialData_EffectDesc_100125	MaterialData_TypeDesc_100125
100126	UI_ItemIcon_100126	2	1	10	70220011	1		2			1000																			MaterialData_Name_100126	MaterialData_Desc_100126	MaterialData_InteractionTitle_100126	MaterialData_EffectDesc_100126	MaterialData_TypeDesc_100126
100131	UI_ItemIcon_100131	2	1	10	70300009	1		2			1000																			MaterialData_Name_100131	MaterialData_Desc_100131	MaterialData_InteractionTitle_100131	MaterialData_EffectDesc_100131	MaterialData_TypeDesc_100131
100132	UI_ItemIcon_100132	2	1	10	70300009	1		2			1000																			MaterialData_Name_100132	MaterialData_Desc_100132	MaterialData_InteractionTitle_100132	MaterialData_EffectDesc_100132	MaterialData_TypeDesc_100132
100133	UI_ItemIcon_100133	2	1	10	70300009	1		2			1000																			MaterialData_Name_100133	MaterialData_Desc_100133	MaterialData_InteractionTitle_100133	MaterialData_EffectDesc_100133	MaterialData_TypeDesc_100133
100134	UI_ItemIcon_100134	2	1	10	70300009	1		2			1000																			MaterialData_Name_100134	MaterialData_Desc_100134	MaterialData_InteractionTitle_100134	MaterialData_EffectDesc_100134	MaterialData_TypeDesc_100134
100135	UI_ItemIcon_100135	2	1	10	70300038			2			1000			1																MaterialData_Name_100135	MaterialData_Desc_100135	MaterialData_InteractionTitle_100135	MaterialData_EffectDesc_100135	MaterialData_TypeDesc_100135
100136	UI_ItemIcon_100136	2	1	10	70900003			2			1000	1	1			2	10	0												MaterialData_Name_100136	MaterialData_Desc_100136	MaterialData_InteractionTitle_100136	MaterialData_EffectDesc_100136	MaterialData_TypeDesc_100136
100137	UI_ItemIcon_100137	2	1	10	70900003			2			1000	1	1			2	10	0												MaterialData_Name_100137	MaterialData_Desc_100137	MaterialData_InteractionTitle_100137	MaterialData_EffectDesc_100137	MaterialData_TypeDesc_100137
100138	UI_ItemIcon_100138	2	1	10	70900003			2			1000	1	1			2	10	0												MaterialData_Name_100138	MaterialData_Desc_100138	MaterialData_InteractionTitle_100138	MaterialData_EffectDesc_100138	MaterialData_TypeDesc_100138
100139	UI_ItemIcon_100139	2	1	10	70900003			2			1000	1	1			2	10	0												MaterialData_Name_100139	MaterialData_Desc_100139	MaterialData_InteractionTitle_100139	MaterialData_EffectDesc_100139	MaterialData_TypeDesc_100139
100140	UI_ItemIcon_100140	2	1	10	70900003			2			1000	1	1			2	10	0												MaterialData_Name_100140	MaterialData_Desc_100140	MaterialData_InteractionTitle_100140	MaterialData_EffectDesc_100140	MaterialData_TypeDesc_100140
100141	UI_ItemIcon_100141	2	1	10	70900003			2			1000	1	1			2	10	0												MaterialData_Name_100141	MaterialData_Desc_100141	MaterialData_InteractionTitle_100141	MaterialData_EffectDesc_100141	MaterialData_TypeDesc_100141
100142	UI_ItemIcon_100142	2	1	10	70900003			2			1000	1	1			2	10	0												MaterialData_Name_100142	MaterialData_Desc_100142	MaterialData_InteractionTitle_100142	MaterialData_EffectDesc_100142	MaterialData_TypeDesc_100142
100143	UI_ItemIcon_100143	2	1	10	70900003			2			1000	1	1			2	10	0												MaterialData_Name_100143	MaterialData_Desc_100143	MaterialData_InteractionTitle_100143	MaterialData_EffectDesc_100143	MaterialData_TypeDesc_100143
100144	UI_ItemIcon_100144	2	1	10	70900003			2			1000	1	1			2	10	0												MaterialData_Name_100144	MaterialData_Desc_100144	MaterialData_InteractionTitle_100144	MaterialData_EffectDesc_100144	MaterialData_TypeDesc_100144
100145	UI_ItemIcon_100145	2	1	10	70800001			2			1000	1				2	10	0												MaterialData_Name_100145	MaterialData_Desc_100145	MaterialData_InteractionTitle_100145	MaterialData_EffectDesc_100145	MaterialData_TypeDesc_100145
100146	UI_ItemIcon_100146	2	1	10	70800001			2			1000	1				2	10	0												MaterialData_Name_100146	MaterialData_Desc_100146	MaterialData_InteractionTitle_100146	MaterialData_EffectDesc_100146	MaterialData_TypeDesc_100146
100147	UI_ItemIcon_100147	2	1	10	70800001			2			1000	1				2	10	0												MaterialData_Name_100147	MaterialData_Desc_100147	MaterialData_InteractionTitle_100147	MaterialData_EffectDesc_100147	MaterialData_TypeDesc_100147
100148	UI_ItemIcon_100148	2	1	10	36			2			1000	1	1			2	10	0												MaterialData_Name_100148	MaterialData_Desc_100148	MaterialData_InteractionTitle_100148	MaterialData_EffectDesc_100148	MaterialData_TypeDesc_100148
100149	UI_ItemIcon_100149	2	1	10	70800001			2			1000	1	1			2	10	0												MaterialData_Name_100149	MaterialData_Desc_100149	MaterialData_InteractionTitle_100149	MaterialData_EffectDesc_100149	MaterialData_TypeDesc_100149
100151	UI_ItemIcon_100151	2	1	10	70600064			2			1000																			MaterialData_Name_100151	MaterialData_Desc_100151	MaterialData_InteractionTitle_100151	MaterialData_EffectDesc_100151	MaterialData_TypeDesc_100151
100152	UI_ItemIcon_100135	2	1	10	70800001			2			1000	1				2		0												MaterialData_Name_100152	MaterialData_Desc_100152	MaterialData_InteractionTitle_100152	MaterialData_EffectDesc_100152	MaterialData_TypeDesc_100152
100153	UI_ItemIcon_100135	2	1	10	70800001			2			1000	1				2		0												MaterialData_Name_100153	MaterialData_Desc_100153	MaterialData_InteractionTitle_100153	MaterialData_EffectDesc_100153	MaterialData_TypeDesc_100153
100154	UI_ItemIcon_100135	2	1	10	70800001			2			1000	1				2		0												MaterialData_Name_100154	MaterialData_Desc_100154	MaterialData_InteractionTitle_100154	MaterialData_EffectDesc_100154	MaterialData_TypeDesc_100154
100155	UI_ItemIcon_100115	2	1	10	70300001	1		2			1000		1																	MaterialData_Name_100155	MaterialData_Desc_100155	MaterialData_InteractionTitle_100155	MaterialData_EffectDesc_100155	MaterialData_TypeDesc_100155
100156	UI_ItemIcon_100115	2	1	10	70300001	1		2			1000		1																	MaterialData_Name_100156	MaterialData_Desc_100156	MaterialData_InteractionTitle_100156	MaterialData_EffectDesc_100156	MaterialData_TypeDesc_100156
100157	UI_ItemIcon_100115	2	1	10	70300001	1		2			1000		1																	MaterialData_Name_100157	MaterialData_Desc_100157	MaterialData_InteractionTitle_100157	MaterialData_EffectDesc_100157	MaterialData_TypeDesc_100157
100158	UI_ItemIcon_100135	2	1	10	70300049			2			1000																70300049			MaterialData_Name_100158	MaterialData_Desc_100158	MaterialData_InteractionTitle_100158	MaterialData_EffectDesc_100158	MaterialData_TypeDesc_100158
100159	UI_ItemIcon_100135	2	1	10	70300049			2			1000																70300049			MaterialData_Name_100159	MaterialData_Desc_100159	MaterialData_InteractionTitle_100159	MaterialData_EffectDesc_100159	MaterialData_TypeDesc_100159
100160	UI_ItemIcon_100135	2	1	10	70300049			2			1000																70300049			MaterialData_Name_100160	MaterialData_Desc_100160	MaterialData_InteractionTitle_100160	MaterialData_EffectDesc_100160	MaterialData_TypeDesc_100160
100161	UI_ItemIcon_100161	2	1	10	70300038			2			1000																			MaterialData_Name_100161	MaterialData_Desc_100161	MaterialData_InteractionTitle_100161	MaterialData_EffectDesc_100161	MaterialData_TypeDesc_100161
100162	UI_ItemIcon_100162	2	1	10	70300038			2			1000																			MaterialData_Name_100162	MaterialData_Desc_100162	MaterialData_InteractionTitle_100162	MaterialData_EffectDesc_100162	MaterialData_TypeDesc_100162
100163	UI_ItemIcon_100163	2	1	10	70300038			2			1000																			MaterialData_Name_100163	MaterialData_Desc_100163	MaterialData_InteractionTitle_100163	MaterialData_EffectDesc_100163	MaterialData_TypeDesc_100163
100164	UI_ItemIcon_100158	2	1	10	70300042			2			1000																			MaterialData_Name_100164	MaterialData_Desc_100164	MaterialData_InteractionTitle_100164	MaterialData_EffectDesc_100164	MaterialData_TypeDesc_100164
100171	UI_ItemIcon_100171	2	1	10	70300043			2			1																			MaterialData_Name_100171	MaterialData_Desc_100171	MaterialData_InteractionTitle_100171	MaterialData_EffectDesc_100171	MaterialData_TypeDesc_100171
100172	UI_ItemIcon_100172	2	1	10	70300044			2			1																			MaterialData_Name_100172	MaterialData_Desc_100172	MaterialData_InteractionTitle_100172	MaterialData_EffectDesc_100172	MaterialData_TypeDesc_100172
100173	UI_ItemIcon_100173	2	1	10	70300045			2			1																			MaterialData_Name_100173	MaterialData_Desc_100173	MaterialData_InteractionTitle_100173	MaterialData_EffectDesc_100173	MaterialData_TypeDesc_100173
100174	UI_ItemIcon_100148	2	1	10	70300050	1		2			1000		1	1		2	10	0												MaterialData_Name_100174	MaterialData_Desc_100174	MaterialData_InteractionTitle_100174	MaterialData_EffectDesc_100174	MaterialData_TypeDesc_100174
100175	UI_ItemIcon_100125	2	1	10	70300002	1		2			1000																			MaterialData_Name_100175	MaterialData_Desc_100175	MaterialData_InteractionTitle_100175	MaterialData_EffectDesc_100175	MaterialData_TypeDesc_100175
100176	UI_ItemIcon_100126	2	1	10	70300001	1		2			1000																			MaterialData_Name_100176	MaterialData_Desc_100176	MaterialData_InteractionTitle_100176	MaterialData_EffectDesc_100176	MaterialData_TypeDesc_100176
100177	UI_ItemIcon_100148	2	1	10	70300052	1		2			1000		1	1		2	10	0												MaterialData_Name_100177	MaterialData_Desc_100177	MaterialData_InteractionTitle_100177	MaterialData_EffectDesc_100177	MaterialData_TypeDesc_100177
100178	UI_ItemIcon_100178	2	1	10	70310011			2			1																			MaterialData_Name_100178	MaterialData_Desc_100178	MaterialData_InteractionTitle_100178	MaterialData_EffectDesc_100178	MaterialData_TypeDesc_100178
100179	UI_ItemIcon_100178	2	1	10	70310012			2			1																			MaterialData_Name_100179	MaterialData_Desc_100179	MaterialData_InteractionTitle_100179	MaterialData_EffectDesc_100179	MaterialData_TypeDesc_100179
100180	UI_ItemIcon_100178	2	1	10	70310013			2			1																			MaterialData_Name_100180	MaterialData_Desc_100180	MaterialData_InteractionTitle_100180	MaterialData_EffectDesc_100180	MaterialData_TypeDesc_100180
100181	UI_ItemIcon_100181	2	1	10	70310014			2			1																			MaterialData_Name_100181	MaterialData_Desc_100181	MaterialData_InteractionTitle_100181	MaterialData_EffectDesc_100181	MaterialData_TypeDesc_100181
100182	UI_ItemIcon_100182	2	1	10	70310015			2			1																			MaterialData_Name_100182	MaterialData_Desc_100182	MaterialData_InteractionTitle_100182	MaterialData_EffectDesc_100182	MaterialData_TypeDesc_100182
100183	UI_ItemIcon_100182	2	1	10	70310016			2			1																			MaterialData_Name_100183	MaterialData_Desc_100183	MaterialData_InteractionTitle_100183	MaterialData_EffectDesc_100183	MaterialData_TypeDesc_100183
100184	UI_ItemIcon_100110	2	1	10	71700001			2			1																			MaterialData_Name_100184	MaterialData_Desc_100184	MaterialData_InteractionTitle_100184	MaterialData_EffectDesc_100184	MaterialData_TypeDesc_100184
100185	UI_ItemIcon_100110	2	1	10	71700008			2			1																			MaterialData_Name_100185	MaterialData_Desc_100185	MaterialData_InteractionTitle_100185	MaterialData_EffectDesc_100185	MaterialData_TypeDesc_100185
100186	UI_ItemIcon_100148	2	1	10	70300050	1		2			1000		1	1		2	10	0												MaterialData_Name_100186	MaterialData_Desc_100186	MaterialData_InteractionTitle_100186	MaterialData_EffectDesc_100186	MaterialData_TypeDesc_100186
100187	UI_ItemIcon_100148	2	1	10	70300050	1		2			1000		1	1		2	10	0												MaterialData_Name_100187	MaterialData_Desc_100187	MaterialData_InteractionTitle_100187	MaterialData_EffectDesc_100187	MaterialData_TypeDesc_100187
100188	UI_ItemIcon_100188	2	1	10	71700009			2			1																			MaterialData_Name_100188	MaterialData_Desc_100188	MaterialData_InteractionTitle_100188	MaterialData_EffectDesc_100188	MaterialData_TypeDesc_100188
