台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	对话资源	对话资源2	对话语音	对话前行为脚本	对话中行为脚本	对话后行为脚本	显示时长	选项图标	TalkContent	TalkTitle	TalkRoleName
3720511	3720512		2										DialogData_TalkContent_3720511	DialogData_TalkTitle_3720511	DialogData_TalkRoleName_3720511
3720512	3720513		1	1001									DialogData_TalkContent_3720512	DialogData_TalkTitle_3720512	DialogData_TalkRoleName_3720512
3720513	3720514		1	1001									DialogData_TalkContent_3720513	DialogData_TalkTitle_3720513	DialogData_TalkRoleName_3720513
3720514	3720515		1	1001									DialogData_TalkContent_3720514	DialogData_TalkTitle_3720514	DialogData_TalkRoleName_3720514
3720515	3720516		1	1005									DialogData_TalkContent_3720515	DialogData_TalkTitle_3720515	DialogData_TalkRoleName_3720515
3720516	3720517		1	1001									DialogData_TalkContent_3720516	DialogData_TalkTitle_3720516	DialogData_TalkRoleName_3720516
3720517	3720518		1	1001									DialogData_TalkContent_3720517	DialogData_TalkTitle_3720517	DialogData_TalkRoleName_3720517
3720518	3720519		1	1001									DialogData_TalkContent_3720518	DialogData_TalkTitle_3720518	DialogData_TalkRoleName_3720518
3720519	3720520,3720522		1	1001									DialogData_TalkContent_3720519	DialogData_TalkTitle_3720519	DialogData_TalkRoleName_3720519
3720520	3720521		2										DialogData_TalkContent_3720520	DialogData_TalkTitle_3720520	DialogData_TalkRoleName_3720520
3720521	3720524		1	1001									DialogData_TalkContent_3720521	DialogData_TalkTitle_3720521	DialogData_TalkRoleName_3720521
3720522	3720523		2										DialogData_TalkContent_3720522	DialogData_TalkTitle_3720522	DialogData_TalkRoleName_3720522
3720523	3720524		1	1001									DialogData_TalkContent_3720523	DialogData_TalkTitle_3720523	DialogData_TalkRoleName_3720523
3720524	3720525		1	1001									DialogData_TalkContent_3720524	DialogData_TalkTitle_3720524	DialogData_TalkRoleName_3720524
3720525	3720526		1	1001									DialogData_TalkContent_3720525	DialogData_TalkTitle_3720525	DialogData_TalkRoleName_3720525
3720526	3720527		1	1001									DialogData_TalkContent_3720526	DialogData_TalkTitle_3720526	DialogData_TalkRoleName_3720526
3720527	3720528		1	1005									DialogData_TalkContent_3720527	DialogData_TalkTitle_3720527	DialogData_TalkRoleName_3720527
3720528	3720529		1	1001									DialogData_TalkContent_3720528	DialogData_TalkTitle_3720528	DialogData_TalkRoleName_3720528
3720529	3720530		1	1005									DialogData_TalkContent_3720529	DialogData_TalkTitle_3720529	DialogData_TalkRoleName_3720529
3720530	3720531		1	1001									DialogData_TalkContent_3720530	DialogData_TalkTitle_3720530	DialogData_TalkRoleName_3720530
3720531	3720532		1	1001									DialogData_TalkContent_3720531	DialogData_TalkTitle_3720531	DialogData_TalkRoleName_3720531
3720532	3720533,3720534,3720535		1	1001									DialogData_TalkContent_3720532	DialogData_TalkTitle_3720532	DialogData_TalkRoleName_3720532
3720533	3720537		2										DialogData_TalkContent_3720533	DialogData_TalkTitle_3720533	DialogData_TalkRoleName_3720533
3720534	3720537		2										DialogData_TalkContent_3720534	DialogData_TalkTitle_3720534	DialogData_TalkRoleName_3720534
3720535	3720536		2										DialogData_TalkContent_3720535	DialogData_TalkTitle_3720535	DialogData_TalkRoleName_3720535
3720536	3720537		1	1001									DialogData_TalkContent_3720536	DialogData_TalkTitle_3720536	DialogData_TalkRoleName_3720536
3720537	3720538		1	1005									DialogData_TalkContent_3720537	DialogData_TalkTitle_3720537	DialogData_TalkRoleName_3720537
3720538	3720539		1	1001									DialogData_TalkContent_3720538	DialogData_TalkTitle_3720538	DialogData_TalkRoleName_3720538
3720539			1	1001									DialogData_TalkContent_3720539	DialogData_TalkTitle_3720539	DialogData_TalkRoleName_3720539
3730901			1	1161									DialogData_TalkContent_3730901	DialogData_TalkTitle_3730901	DialogData_TalkRoleName_3730901
3730902	3730903,3730908,3730912		1	1006									DialogData_TalkContent_3730902	DialogData_TalkTitle_3730902	DialogData_TalkRoleName_3730902
3730903	3730904		2										DialogData_TalkContent_3730903	DialogData_TalkTitle_3730903	DialogData_TalkRoleName_3730903
3730904	3730905		1	1006									DialogData_TalkContent_3730904	DialogData_TalkTitle_3730904	DialogData_TalkRoleName_3730904
3730905	3730906		1	1006									DialogData_TalkContent_3730905	DialogData_TalkTitle_3730905	DialogData_TalkRoleName_3730905
3730906	3730907		1	1006									DialogData_TalkContent_3730906	DialogData_TalkTitle_3730906	DialogData_TalkRoleName_3730906
3730907			1	1006									DialogData_TalkContent_3730907	DialogData_TalkTitle_3730907	DialogData_TalkRoleName_3730907
3730908	3730909		2										DialogData_TalkContent_3730908	DialogData_TalkTitle_3730908	DialogData_TalkRoleName_3730908
3730909	3730910		1	1006									DialogData_TalkContent_3730909	DialogData_TalkTitle_3730909	DialogData_TalkRoleName_3730909
3730910	3730911		1	1006									DialogData_TalkContent_3730910	DialogData_TalkTitle_3730910	DialogData_TalkRoleName_3730910
3730911			1	1006									DialogData_TalkContent_3730911	DialogData_TalkTitle_3730911	DialogData_TalkRoleName_3730911
3730912	3730913		2										DialogData_TalkContent_3730912	DialogData_TalkTitle_3730912	DialogData_TalkRoleName_3730912
3730913			1	1006									DialogData_TalkContent_3730913	DialogData_TalkTitle_3730913	DialogData_TalkRoleName_3730913
3730915	3730916,3730920,3730923		1	1002									DialogData_TalkContent_3730915	DialogData_TalkTitle_3730915	DialogData_TalkRoleName_3730915
3730916	3730917		2										DialogData_TalkContent_3730916	DialogData_TalkTitle_3730916	DialogData_TalkRoleName_3730916
3730917	3730918		1	1002									DialogData_TalkContent_3730917	DialogData_TalkTitle_3730917	DialogData_TalkRoleName_3730917
3730918	3730919		1	1002									DialogData_TalkContent_3730918	DialogData_TalkTitle_3730918	DialogData_TalkRoleName_3730918
3730919			1	1002									DialogData_TalkContent_3730919	DialogData_TalkTitle_3730919	DialogData_TalkRoleName_3730919
3730920	3730921		2										DialogData_TalkContent_3730920	DialogData_TalkTitle_3730920	DialogData_TalkRoleName_3730920
3730921	3730922		1	1002									DialogData_TalkContent_3730921	DialogData_TalkTitle_3730921	DialogData_TalkRoleName_3730921
3730922			1	1002									DialogData_TalkContent_3730922	DialogData_TalkTitle_3730922	DialogData_TalkRoleName_3730922
3730923	3730924		2										DialogData_TalkContent_3730923	DialogData_TalkTitle_3730923	DialogData_TalkRoleName_3730923
3730924			1	1002									DialogData_TalkContent_3730924	DialogData_TalkTitle_3730924	DialogData_TalkRoleName_3730924
3730926	3730927,3730931,3730936		1	1007									DialogData_TalkContent_3730926	DialogData_TalkTitle_3730926	DialogData_TalkRoleName_3730926
3730927	3730928		2										DialogData_TalkContent_3730927	DialogData_TalkTitle_3730927	DialogData_TalkRoleName_3730927
3730928	3730929		1	1007									DialogData_TalkContent_3730928	DialogData_TalkTitle_3730928	DialogData_TalkRoleName_3730928
3730929	3730930		1	1007									DialogData_TalkContent_3730929	DialogData_TalkTitle_3730929	DialogData_TalkRoleName_3730929
3730930			1	1007									DialogData_TalkContent_3730930	DialogData_TalkTitle_3730930	DialogData_TalkRoleName_3730930
3730931	3730932		2										DialogData_TalkContent_3730931	DialogData_TalkTitle_3730931	DialogData_TalkRoleName_3730931
3730932	3730933		1	1007									DialogData_TalkContent_3730932	DialogData_TalkTitle_3730932	DialogData_TalkRoleName_3730932
3730933	3730934		1	1007									DialogData_TalkContent_3730933	DialogData_TalkTitle_3730933	DialogData_TalkRoleName_3730933
3730934	3730935		1	1007									DialogData_TalkContent_3730934	DialogData_TalkTitle_3730934	DialogData_TalkRoleName_3730934
3730935			1	1007									DialogData_TalkContent_3730935	DialogData_TalkTitle_3730935	DialogData_TalkRoleName_3730935
3730936	3730937		2										DialogData_TalkContent_3730936	DialogData_TalkTitle_3730936	DialogData_TalkRoleName_3730936
3730937			1	1007									DialogData_TalkContent_3730937	DialogData_TalkTitle_3730937	DialogData_TalkRoleName_3730937
3730939	3730940,3730945,3730950		1	1014									DialogData_TalkContent_3730939	DialogData_TalkTitle_3730939	DialogData_TalkRoleName_3730939
3730940	3730941		2										DialogData_TalkContent_3730940	DialogData_TalkTitle_3730940	DialogData_TalkRoleName_3730940
3730941	3730942		1	1014									DialogData_TalkContent_3730941	DialogData_TalkTitle_3730941	DialogData_TalkRoleName_3730941
3730942	3730943		1	1014									DialogData_TalkContent_3730942	DialogData_TalkTitle_3730942	DialogData_TalkRoleName_3730942
3730943	3730944		1	1014									DialogData_TalkContent_3730943	DialogData_TalkTitle_3730943	DialogData_TalkRoleName_3730943
3730944			1	1014									DialogData_TalkContent_3730944	DialogData_TalkTitle_3730944	DialogData_TalkRoleName_3730944
3730945	3730946		2										DialogData_TalkContent_3730945	DialogData_TalkTitle_3730945	DialogData_TalkRoleName_3730945
3730946	3730947		1	1014									DialogData_TalkContent_3730946	DialogData_TalkTitle_3730946	DialogData_TalkRoleName_3730946
3730947	3730948		1	1014									DialogData_TalkContent_3730947	DialogData_TalkTitle_3730947	DialogData_TalkRoleName_3730947
3730948	3730949		1	1014									DialogData_TalkContent_3730948	DialogData_TalkTitle_3730948	DialogData_TalkRoleName_3730948
3730949			1	1014									DialogData_TalkContent_3730949	DialogData_TalkTitle_3730949	DialogData_TalkRoleName_3730949
3730950	3730951		2										DialogData_TalkContent_3730950	DialogData_TalkTitle_3730950	DialogData_TalkRoleName_3730950
3730951			1	1014									DialogData_TalkContent_3730951	DialogData_TalkTitle_3730951	DialogData_TalkRoleName_3730951
3740201	3740202		1	1001									DialogData_TalkContent_3740201	DialogData_TalkTitle_3740201	DialogData_TalkRoleName_3740201
3740202	3740203		1	1001									DialogData_TalkContent_3740202	DialogData_TalkTitle_3740202	DialogData_TalkRoleName_3740202
3740203	3740204		1	1161									DialogData_TalkContent_3740203	DialogData_TalkTitle_3740203	DialogData_TalkRoleName_3740203
3740204	3740205		1	1001									DialogData_TalkContent_3740204	DialogData_TalkTitle_3740204	DialogData_TalkRoleName_3740204
3740205	3740206		1	1161									DialogData_TalkContent_3740205	DialogData_TalkTitle_3740205	DialogData_TalkRoleName_3740205
3740206	3740207		1	1161									DialogData_TalkContent_3740206	DialogData_TalkTitle_3740206	DialogData_TalkRoleName_3740206
3740207	3740208		1	1001									DialogData_TalkContent_3740207	DialogData_TalkTitle_3740207	DialogData_TalkRoleName_3740207
3740208	3740209		1	1001									DialogData_TalkContent_3740208	DialogData_TalkTitle_3740208	DialogData_TalkRoleName_3740208
3740209	3740210		1	1161									DialogData_TalkContent_3740209	DialogData_TalkTitle_3740209	DialogData_TalkRoleName_3740209
3740210	3740211		1	1001									DialogData_TalkContent_3740210	DialogData_TalkTitle_3740210	DialogData_TalkRoleName_3740210
3740211	3740212		1	1161									DialogData_TalkContent_3740211	DialogData_TalkTitle_3740211	DialogData_TalkRoleName_3740211
3740212	3740213		1	1001									DialogData_TalkContent_3740212	DialogData_TalkTitle_3740212	DialogData_TalkRoleName_3740212
3740213	3740214		1	1161									DialogData_TalkContent_3740213	DialogData_TalkTitle_3740213	DialogData_TalkRoleName_3740213
3740214	3740215		1	1001									DialogData_TalkContent_3740214	DialogData_TalkTitle_3740214	DialogData_TalkRoleName_3740214
3740215	3740216		1	1001									DialogData_TalkContent_3740215	DialogData_TalkTitle_3740215	DialogData_TalkRoleName_3740215
3740216	3740217		1	1161									DialogData_TalkContent_3740216	DialogData_TalkTitle_3740216	DialogData_TalkRoleName_3740216
3740217	3740218		1	1161									DialogData_TalkContent_3740217	DialogData_TalkTitle_3740217	DialogData_TalkRoleName_3740217
3740218	3740219		1	1001									DialogData_TalkContent_3740218	DialogData_TalkTitle_3740218	DialogData_TalkRoleName_3740218
3740219	3740220		1	1001									DialogData_TalkContent_3740219	DialogData_TalkTitle_3740219	DialogData_TalkRoleName_3740219
3740220	3740221		1	1001									DialogData_TalkContent_3740220	DialogData_TalkTitle_3740220	DialogData_TalkRoleName_3740220
3740221	3740222		1	1001									DialogData_TalkContent_3740221	DialogData_TalkTitle_3740221	DialogData_TalkRoleName_3740221
3740222	3740223		1	1161									DialogData_TalkContent_3740222	DialogData_TalkTitle_3740222	DialogData_TalkRoleName_3740222
3740223			1	1001									DialogData_TalkContent_3740223	DialogData_TalkTitle_3740223	DialogData_TalkRoleName_3740223
3740301	3740302		1	1001									DialogData_TalkContent_3740301	DialogData_TalkTitle_3740301	DialogData_TalkRoleName_3740301
3740302	3740303		1	1001									DialogData_TalkContent_3740302	DialogData_TalkTitle_3740302	DialogData_TalkRoleName_3740302
3740303	3740304		1	1001									DialogData_TalkContent_3740303	DialogData_TalkTitle_3740303	DialogData_TalkRoleName_3740303
3740304	3740305		1	1001									DialogData_TalkContent_3740304	DialogData_TalkTitle_3740304	DialogData_TalkRoleName_3740304
3740305			1	1001									DialogData_TalkContent_3740305	DialogData_TalkTitle_3740305	DialogData_TalkRoleName_3740305
3740306			1	1001									DialogData_TalkContent_3740306	DialogData_TalkTitle_3740306	DialogData_TalkRoleName_3740306
3740401	3740402,3740404		1	1161									DialogData_TalkContent_3740401	DialogData_TalkTitle_3740401	DialogData_TalkRoleName_3740401
3740402	3740403		2										DialogData_TalkContent_3740402	DialogData_TalkTitle_3740402	DialogData_TalkRoleName_3740402
3740403	3740406		1	1161									DialogData_TalkContent_3740403	DialogData_TalkTitle_3740403	DialogData_TalkRoleName_3740403
3740404	3740405		2										DialogData_TalkContent_3740404	DialogData_TalkTitle_3740404	DialogData_TalkRoleName_3740404
3740405	3740406		1	1161									DialogData_TalkContent_3740405	DialogData_TalkTitle_3740405	DialogData_TalkRoleName_3740405
3740406	3740411		1	1161									DialogData_TalkContent_3740406	DialogData_TalkTitle_3740406	DialogData_TalkRoleName_3740406
3740411	3740412	1	2										DialogData_TalkContent_3740411	DialogData_TalkTitle_3740411	DialogData_TalkRoleName_3740411
3740424													DialogData_TalkContent_3740424	DialogData_TalkTitle_3740424	DialogData_TalkRoleName_3740424
3740412	3740413		1	1161									DialogData_TalkContent_3740412	DialogData_TalkTitle_3740412	DialogData_TalkRoleName_3740412
3740413	3740414		1	1161									DialogData_TalkContent_3740413	DialogData_TalkTitle_3740413	DialogData_TalkRoleName_3740413
3740414	3740415		1	1161									DialogData_TalkContent_3740414	DialogData_TalkTitle_3740414	DialogData_TalkRoleName_3740414
3740415	3740416		1	1161									DialogData_TalkContent_3740415	DialogData_TalkTitle_3740415	DialogData_TalkRoleName_3740415
3740416	3740417		1	1161									DialogData_TalkContent_3740416	DialogData_TalkTitle_3740416	DialogData_TalkRoleName_3740416
3740417	3740418,3740419,3740420		1	1161									DialogData_TalkContent_3740417	DialogData_TalkTitle_3740417	DialogData_TalkRoleName_3740417
3740418	3740422		2										DialogData_TalkContent_3740418	DialogData_TalkTitle_3740418	DialogData_TalkRoleName_3740418
3740419	3740422		2										DialogData_TalkContent_3740419	DialogData_TalkTitle_3740419	DialogData_TalkRoleName_3740419
3740420	3740421		2										DialogData_TalkContent_3740420	DialogData_TalkTitle_3740420	DialogData_TalkRoleName_3740420
3740421	3740422		1	1005									DialogData_TalkContent_3740421	DialogData_TalkTitle_3740421	DialogData_TalkRoleName_3740421
3740422	3740423		1	1161									DialogData_TalkContent_3740422	DialogData_TalkTitle_3740422	DialogData_TalkRoleName_3740422
3740423			1	1161									DialogData_TalkContent_3740423	DialogData_TalkTitle_3740423	DialogData_TalkRoleName_3740423
3750101	3750102		1	1001									DialogData_TalkContent_3750101	DialogData_TalkTitle_3750101	DialogData_TalkRoleName_3750101
3750102	3750103		1	1005									DialogData_TalkContent_3750102	DialogData_TalkTitle_3750102	DialogData_TalkRoleName_3750102
3750103	3750104		1	1001									DialogData_TalkContent_3750103	DialogData_TalkTitle_3750103	DialogData_TalkRoleName_3750103
3750104	3750105		1	1001									DialogData_TalkContent_3750104	DialogData_TalkTitle_3750104	DialogData_TalkRoleName_3750104
3750105	3750106		1	1001									DialogData_TalkContent_3750105	DialogData_TalkTitle_3750105	DialogData_TalkRoleName_3750105
3750106	3750107		1	1005									DialogData_TalkContent_3750106	DialogData_TalkTitle_3750106	DialogData_TalkRoleName_3750106
3750107	3750108		1	1001									DialogData_TalkContent_3750107	DialogData_TalkTitle_3750107	DialogData_TalkRoleName_3750107
3750108	3750109		1	1001									DialogData_TalkContent_3750108	DialogData_TalkTitle_3750108	DialogData_TalkRoleName_3750108
3750109	3750110		1	1001									DialogData_TalkContent_3750109	DialogData_TalkTitle_3750109	DialogData_TalkRoleName_3750109
3750110	3750111	1	2										DialogData_TalkContent_3750110	DialogData_TalkTitle_3750110	DialogData_TalkRoleName_3750110
3750111	3750112		1	1001									DialogData_TalkContent_3750111	DialogData_TalkTitle_3750111	DialogData_TalkRoleName_3750111
3750112	3750113	1	2										DialogData_TalkContent_3750112	DialogData_TalkTitle_3750112	DialogData_TalkRoleName_3750112
3750113	3750114		1	1001									DialogData_TalkContent_3750113	DialogData_TalkTitle_3750113	DialogData_TalkRoleName_3750113
3750114	3750115		1	1001									DialogData_TalkContent_3750114	DialogData_TalkTitle_3750114	DialogData_TalkRoleName_3750114
3750115	3750116		1	1001									DialogData_TalkContent_3750115	DialogData_TalkTitle_3750115	DialogData_TalkRoleName_3750115
3750116	3750117		1	1001									DialogData_TalkContent_3750116	DialogData_TalkTitle_3750116	DialogData_TalkRoleName_3750116
3750117	3750118		1	1005									DialogData_TalkContent_3750117	DialogData_TalkTitle_3750117	DialogData_TalkRoleName_3750117
3750118	3750119		1	1001									DialogData_TalkContent_3750118	DialogData_TalkTitle_3750118	DialogData_TalkRoleName_3750118
3750119	3750120		1	1001									DialogData_TalkContent_3750119	DialogData_TalkTitle_3750119	DialogData_TalkRoleName_3750119
3750120	3750121		1	1005									DialogData_TalkContent_3750120	DialogData_TalkTitle_3750120	DialogData_TalkRoleName_3750120
3750121	3750122		1	1005									DialogData_TalkContent_3750121	DialogData_TalkTitle_3750121	DialogData_TalkRoleName_3750121
3750122	3750123		1	1005									DialogData_TalkContent_3750122	DialogData_TalkTitle_3750122	DialogData_TalkRoleName_3750122
3750123	3750124		1	1001									DialogData_TalkContent_3750123	DialogData_TalkTitle_3750123	DialogData_TalkRoleName_3750123
3750124	3750125		1	1001									DialogData_TalkContent_3750124	DialogData_TalkTitle_3750124	DialogData_TalkRoleName_3750124
3750125	3750126,3750127		1	1001									DialogData_TalkContent_3750125	DialogData_TalkTitle_3750125	DialogData_TalkRoleName_3750125
3750126			2										DialogData_TalkContent_3750126	DialogData_TalkTitle_3750126	DialogData_TalkRoleName_3750126
3750127			2										DialogData_TalkContent_3750127	DialogData_TalkTitle_3750127	DialogData_TalkRoleName_3750127
3750201			1	1001									DialogData_TalkContent_3750201	DialogData_TalkTitle_3750201	DialogData_TalkRoleName_3750201
3750202	3750203		1	1164					TEST/BodyLang_Guard				DialogData_TalkContent_3750202	DialogData_TalkTitle_3750202	DialogData_TalkRoleName_3750202
3750203			1	1005									DialogData_TalkContent_3750203	DialogData_TalkTitle_3750203	DialogData_TalkRoleName_3750203
3760301	3760302		1	1001									DialogData_TalkContent_3760301	DialogData_TalkTitle_3760301	DialogData_TalkRoleName_3760301
3760302	3760303		1	1005									DialogData_TalkContent_3760302	DialogData_TalkTitle_3760302	DialogData_TalkRoleName_3760302
3760303	3760304		1	1001									DialogData_TalkContent_3760303	DialogData_TalkTitle_3760303	DialogData_TalkRoleName_3760303
3760304	3760305		1	1001									DialogData_TalkContent_3760304	DialogData_TalkTitle_3760304	DialogData_TalkRoleName_3760304
3760305			1	1005									DialogData_TalkContent_3760305	DialogData_TalkTitle_3760305	DialogData_TalkRoleName_3760305
3750300			1	1005									DialogData_TalkContent_3750300	DialogData_TalkTitle_3750300	DialogData_TalkRoleName_3750300
3750301			1	902									DialogData_TalkContent_3750301	DialogData_TalkTitle_3750301	DialogData_TalkRoleName_3750301
3750302			1	902									DialogData_TalkContent_3750302	DialogData_TalkTitle_3750302	DialogData_TalkRoleName_3750302
3750303			1	1005									DialogData_TalkContent_3750303	DialogData_TalkTitle_3750303	DialogData_TalkRoleName_3750303
3750304			1	902									DialogData_TalkContent_3750304	DialogData_TalkTitle_3750304	DialogData_TalkRoleName_3750304
3750305			1	1005									DialogData_TalkContent_3750305	DialogData_TalkTitle_3750305	DialogData_TalkRoleName_3750305
3750306			1	902									DialogData_TalkContent_3750306	DialogData_TalkTitle_3750306	DialogData_TalkRoleName_3750306
3750307			1	902									DialogData_TalkContent_3750307	DialogData_TalkTitle_3750307	DialogData_TalkRoleName_3750307
3750308			2										DialogData_TalkContent_3750308	DialogData_TalkTitle_3750308	DialogData_TalkRoleName_3750308
3750309			1	1005									DialogData_TalkContent_3750309	DialogData_TalkTitle_3750309	DialogData_TalkRoleName_3750309
3750310			1	1005									DialogData_TalkContent_3750310	DialogData_TalkTitle_3750310	DialogData_TalkRoleName_3750310
3750311			1	1001									DialogData_TalkContent_3750311	DialogData_TalkTitle_3750311	DialogData_TalkRoleName_3750311
3750312			1	1005									DialogData_TalkContent_3750312	DialogData_TalkTitle_3750312	DialogData_TalkRoleName_3750312
3750313			2										DialogData_TalkContent_3750313	DialogData_TalkTitle_3750313	DialogData_TalkRoleName_3750313
3750501			1	1005									DialogData_TalkContent_3750501	DialogData_TalkTitle_3750501	DialogData_TalkRoleName_3750501
3750502			1	1164									DialogData_TalkContent_3750502	DialogData_TalkTitle_3750502	DialogData_TalkRoleName_3750502
3750503			1	1164									DialogData_TalkContent_3750503	DialogData_TalkTitle_3750503	DialogData_TalkRoleName_3750503
3750504			1	1005									DialogData_TalkContent_3750504	DialogData_TalkTitle_3750504	DialogData_TalkRoleName_3750504
3750505			1	1164									DialogData_TalkContent_3750505	DialogData_TalkTitle_3750505	DialogData_TalkRoleName_3750505
3750506			1	1005									DialogData_TalkContent_3750506	DialogData_TalkTitle_3750506	DialogData_TalkRoleName_3750506
3750507			1	1005									DialogData_TalkContent_3750507	DialogData_TalkTitle_3750507	DialogData_TalkRoleName_3750507
3750508			1	1001									DialogData_TalkContent_3750508	DialogData_TalkTitle_3750508	DialogData_TalkRoleName_3750508
3750509			1	1001									DialogData_TalkContent_3750509	DialogData_TalkTitle_3750509	DialogData_TalkRoleName_3750509
3750510			1	1005									DialogData_TalkContent_3750510	DialogData_TalkTitle_3750510	DialogData_TalkRoleName_3750510
3760401	3760402		1	1179									DialogData_TalkContent_3760401	DialogData_TalkTitle_3760401	DialogData_TalkRoleName_3760401
3760402	3760403		1	1009									DialogData_TalkContent_3760402	DialogData_TalkTitle_3760402	DialogData_TalkRoleName_3760402
3760403	3760404		1	1179									DialogData_TalkContent_3760403	DialogData_TalkTitle_3760403	DialogData_TalkRoleName_3760403
3760404	3760405		1	1001									DialogData_TalkContent_3760404	DialogData_TalkTitle_3760404	DialogData_TalkRoleName_3760404
3760405	3760406		1	1009									DialogData_TalkContent_3760405	DialogData_TalkTitle_3760405	DialogData_TalkRoleName_3760405
3760406	3760407		1	1009									DialogData_TalkContent_3760406	DialogData_TalkTitle_3760406	DialogData_TalkRoleName_3760406
3760407	3760408		1	1001									DialogData_TalkContent_3760407	DialogData_TalkTitle_3760407	DialogData_TalkRoleName_3760407
3760408	3760409		1	1009									DialogData_TalkContent_3760408	DialogData_TalkTitle_3760408	DialogData_TalkRoleName_3760408
3760409	3760410		1	1179									DialogData_TalkContent_3760409	DialogData_TalkTitle_3760409	DialogData_TalkRoleName_3760409
3760410			1	1009									DialogData_TalkContent_3760410	DialogData_TalkTitle_3760410	DialogData_TalkRoleName_3760410
3760411			1	1009									DialogData_TalkContent_3760411	DialogData_TalkTitle_3760411	DialogData_TalkRoleName_3760411
3760601	3760602		1	1162									DialogData_TalkContent_3760601	DialogData_TalkTitle_3760601	DialogData_TalkRoleName_3760601
3760602	3760603		1	1009									DialogData_TalkContent_3760602	DialogData_TalkTitle_3760602	DialogData_TalkRoleName_3760602
3760603	3760604		1	1163									DialogData_TalkContent_3760603	DialogData_TalkTitle_3760603	DialogData_TalkRoleName_3760603
3760604	3760605		1	1009									DialogData_TalkContent_3760604	DialogData_TalkTitle_3760604	DialogData_TalkRoleName_3760604
3760605	3760606		1	1163									DialogData_TalkContent_3760605	DialogData_TalkTitle_3760605	DialogData_TalkRoleName_3760605
3760606	3760607		1	1009									DialogData_TalkContent_3760606	DialogData_TalkTitle_3760606	DialogData_TalkRoleName_3760606
3760607	3760608		1	1162									DialogData_TalkContent_3760607	DialogData_TalkTitle_3760607	DialogData_TalkRoleName_3760607
3760608	3760609		1	1009									DialogData_TalkContent_3760608	DialogData_TalkTitle_3760608	DialogData_TalkRoleName_3760608
3760609			1	1163									DialogData_TalkContent_3760609	DialogData_TalkTitle_3760609	DialogData_TalkRoleName_3760609
3760701	3760702		1	1001									DialogData_TalkContent_3760701	DialogData_TalkTitle_3760701	DialogData_TalkRoleName_3760701
3760702	3760703		1	1009									DialogData_TalkContent_3760702	DialogData_TalkTitle_3760702	DialogData_TalkRoleName_3760702
3760703	3760704		1	1001									DialogData_TalkContent_3760703	DialogData_TalkTitle_3760703	DialogData_TalkRoleName_3760703
3760704	3760705		1	1009									DialogData_TalkContent_3760704	DialogData_TalkTitle_3760704	DialogData_TalkRoleName_3760704
3760705	3760706		1	1001									DialogData_TalkContent_3760705	DialogData_TalkTitle_3760705	DialogData_TalkRoleName_3760705
3760706	3760707		1	1009									DialogData_TalkContent_3760706	DialogData_TalkTitle_3760706	DialogData_TalkRoleName_3760706
3760707	3760708,3760710		1	1001									DialogData_TalkContent_3760707	DialogData_TalkTitle_3760707	DialogData_TalkRoleName_3760707
3760708	3760709		2										DialogData_TalkContent_3760708	DialogData_TalkTitle_3760708	DialogData_TalkRoleName_3760708
3760709	3760711		1	1001									DialogData_TalkContent_3760709	DialogData_TalkTitle_3760709	DialogData_TalkRoleName_3760709
3760710	3760711		2										DialogData_TalkContent_3760710	DialogData_TalkTitle_3760710	DialogData_TalkRoleName_3760710
3760711	3760712		1	1001									DialogData_TalkContent_3760711	DialogData_TalkTitle_3760711	DialogData_TalkRoleName_3760711
3760712	3760713		1	1001									DialogData_TalkContent_3760712	DialogData_TalkTitle_3760712	DialogData_TalkRoleName_3760712
3760713	3760714		1	1001									DialogData_TalkContent_3760713	DialogData_TalkTitle_3760713	DialogData_TalkRoleName_3760713
3760714	3760715		1	1009									DialogData_TalkContent_3760714	DialogData_TalkTitle_3760714	DialogData_TalkRoleName_3760714
3760715	3760716		1	1009									DialogData_TalkContent_3760715	DialogData_TalkTitle_3760715	DialogData_TalkRoleName_3760715
3760716	3760717		1	1009									DialogData_TalkContent_3760716	DialogData_TalkTitle_3760716	DialogData_TalkRoleName_3760716
3760717	3760718		1	1001									DialogData_TalkContent_3760717	DialogData_TalkTitle_3760717	DialogData_TalkRoleName_3760717
3760718	3760719		1	1001									DialogData_TalkContent_3760718	DialogData_TalkTitle_3760718	DialogData_TalkRoleName_3760718
3760719	3760720		1	1009									DialogData_TalkContent_3760719	DialogData_TalkTitle_3760719	DialogData_TalkRoleName_3760719
3760720	3760721,3760722		1	1009									DialogData_TalkContent_3760720	DialogData_TalkTitle_3760720	DialogData_TalkRoleName_3760720
3760721	3760723		2										DialogData_TalkContent_3760721	DialogData_TalkTitle_3760721	DialogData_TalkRoleName_3760721
3760722	3760723		2										DialogData_TalkContent_3760722	DialogData_TalkTitle_3760722	DialogData_TalkRoleName_3760722
3760723	3760724		1	1009									DialogData_TalkContent_3760723	DialogData_TalkTitle_3760723	DialogData_TalkRoleName_3760723
3760724	3760725		1	1009									DialogData_TalkContent_3760724	DialogData_TalkTitle_3760724	DialogData_TalkRoleName_3760724
3760725	3760726		1	1009									DialogData_TalkContent_3760725	DialogData_TalkTitle_3760725	DialogData_TalkRoleName_3760725
3760726	3760727		1	1009									DialogData_TalkContent_3760726	DialogData_TalkTitle_3760726	DialogData_TalkRoleName_3760726
