ID	图标	类型	重量	排序权重	物件ID	可丢弃	使用等级	圣遗物类别	展示图片	阶数	主属性库ID	追加属性库ID	追加属性初始条数	套装ID	突破等级上限	基础转化经验	Name	Desc
53231	UI_RelicIcon_10003_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10003_3	2	3000	201	1	10003	2	2770	ReliquaryData_Name_53231	ReliquaryData_Desc_53231
53232	UI_RelicIcon_10003_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10003_3	2	3000	201	2	10003	2	3070	ReliquaryData_Name_53232	ReliquaryData_Desc_53232
53233	UI_RelicIcon_10003_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10003_3	2	3000	201	3	10003	2	3420	ReliquaryData_Name_53233	ReliquaryData_Desc_53233
53234	UI_RelicIcon_10003_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10003_3	2	3000	201	4	10003	2	3800	ReliquaryData_Name_53234	ReliquaryData_Desc_53234
53240	UI_RelicIcon_10003_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10003_4	2	4000	201	0	10003	2	2490	ReliquaryData_Name_53240	ReliquaryData_Desc_53240
53241	UI_RelicIcon_10003_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10003_4	2	4000	201	1	10003	2	2770	ReliquaryData_Name_53241	ReliquaryData_Desc_53241
53242	UI_RelicIcon_10003_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10003_4	2	4000	201	2	10003	2	3070	ReliquaryData_Name_53242	ReliquaryData_Desc_53242
53243	UI_RelicIcon_10003_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10003_4	2	4000	201	3	10003	2	3420	ReliquaryData_Name_53243	ReliquaryData_Desc_53243
53244	UI_RelicIcon_10003_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10003_4	2	4000	201	4	10003	2	3800	ReliquaryData_Name_53244	ReliquaryData_Desc_53244
53250	UI_RelicIcon_10003_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10003_5	2	1000	201	0	10003	2	2490	ReliquaryData_Name_53250	ReliquaryData_Desc_53250
53251	UI_RelicIcon_10003_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10003_5	2	1000	201	1	10003	2	2770	ReliquaryData_Name_53251	ReliquaryData_Desc_53251
53252	UI_RelicIcon_10003_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10003_5	2	1000	201	2	10003	2	3070	ReliquaryData_Name_53252	ReliquaryData_Desc_53252
53253	UI_RelicIcon_10003_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10003_5	2	1000	201	3	10003	2	3420	ReliquaryData_Name_53253	ReliquaryData_Desc_53253
53254	UI_RelicIcon_10003_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10003_5	2	1000	201	4	10003	2	3800	ReliquaryData_Name_53254	ReliquaryData_Desc_53254
54210	UI_RelicIcon_10004_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10004_1	2	5000	201	0	10004	2	2490	ReliquaryData_Name_54210	ReliquaryData_Desc_54210
54211	UI_RelicIcon_10004_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10004_1	2	5000	201	1	10004	2	2770	ReliquaryData_Name_54211	ReliquaryData_Desc_54211
54212	UI_RelicIcon_10004_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10004_1	2	5000	201	2	10004	2	3070	ReliquaryData_Name_54212	ReliquaryData_Desc_54212
54213	UI_RelicIcon_10004_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10004_1	2	5000	201	3	10004	2	3420	ReliquaryData_Name_54213	ReliquaryData_Desc_54213
54214	UI_RelicIcon_10004_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10004_1	2	5000	201	4	10004	2	3800	ReliquaryData_Name_54214	ReliquaryData_Desc_54214
54220	UI_RelicIcon_10004_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10004_2	2	2000	201	0	10004	2	2490	ReliquaryData_Name_54220	ReliquaryData_Desc_54220
54221	UI_RelicIcon_10004_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10004_2	2	2000	201	1	10004	2	2770	ReliquaryData_Name_54221	ReliquaryData_Desc_54221
54222	UI_RelicIcon_10004_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10004_2	2	2000	201	2	10004	2	3070	ReliquaryData_Name_54222	ReliquaryData_Desc_54222
54223	UI_RelicIcon_10004_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10004_2	2	2000	201	3	10004	2	3420	ReliquaryData_Name_54223	ReliquaryData_Desc_54223
54224	UI_RelicIcon_10004_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10004_2	2	2000	201	4	10004	2	3800	ReliquaryData_Name_54224	ReliquaryData_Desc_54224
54230	UI_RelicIcon_10004_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10004_3	2	3000	201	0	10004	2	2490	ReliquaryData_Name_54230	ReliquaryData_Desc_54230
54231	UI_RelicIcon_10004_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10004_3	2	3000	201	1	10004	2	2770	ReliquaryData_Name_54231	ReliquaryData_Desc_54231
54232	UI_RelicIcon_10004_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10004_3	2	3000	201	2	10004	2	3070	ReliquaryData_Name_54232	ReliquaryData_Desc_54232
54233	UI_RelicIcon_10004_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10004_3	2	3000	201	3	10004	2	3420	ReliquaryData_Name_54233	ReliquaryData_Desc_54233
54234	UI_RelicIcon_10004_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10004_3	2	3000	201	4	10004	2	3800	ReliquaryData_Name_54234	ReliquaryData_Desc_54234
54240	UI_RelicIcon_10004_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10004_4	2	4000	201	0	10004	2	2490	ReliquaryData_Name_54240	ReliquaryData_Desc_54240
54241	UI_RelicIcon_10004_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10004_4	2	4000	201	1	10004	2	2770	ReliquaryData_Name_54241	ReliquaryData_Desc_54241
54242	UI_RelicIcon_10004_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10004_4	2	4000	201	2	10004	2	3070	ReliquaryData_Name_54242	ReliquaryData_Desc_54242
54243	UI_RelicIcon_10004_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10004_4	2	4000	201	3	10004	2	3420	ReliquaryData_Name_54243	ReliquaryData_Desc_54243
54244	UI_RelicIcon_10004_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10004_4	2	4000	201	4	10004	2	3800	ReliquaryData_Name_54244	ReliquaryData_Desc_54244
54250	UI_RelicIcon_10004_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10004_5	2	1000	201	0	10004	2	2490	ReliquaryData_Name_54250	ReliquaryData_Desc_54250
54251	UI_RelicIcon_10004_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10004_5	2	1000	201	1	10004	2	2770	ReliquaryData_Name_54251	ReliquaryData_Desc_54251
54252	UI_RelicIcon_10004_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10004_5	2	1000	201	2	10004	2	3070	ReliquaryData_Name_54252	ReliquaryData_Desc_54252
54253	UI_RelicIcon_10004_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10004_5	2	1000	201	3	10004	2	3420	ReliquaryData_Name_54253	ReliquaryData_Desc_54253
54254	UI_RelicIcon_10004_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10004_5	2	1000	201	4	10004	2	3800	ReliquaryData_Name_54254	ReliquaryData_Desc_54254
54310	UI_RelicIcon_10004_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10004_1	3	5000	301	0	10004	3	3110	ReliquaryData_Name_54310	ReliquaryData_Desc_54310
54311	UI_RelicIcon_10004_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10004_1	3	5000	301	1	10004	3	3460	ReliquaryData_Name_54311	ReliquaryData_Desc_54311
54312	UI_RelicIcon_10004_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10004_1	3	5000	301	2	10004	3	3840	ReliquaryData_Name_54312	ReliquaryData_Desc_54312
54313	UI_RelicIcon_10004_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10004_1	3	5000	301	3	10004	3	4270	ReliquaryData_Name_54313	ReliquaryData_Desc_54313
54314	UI_RelicIcon_10004_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10004_1	3	5000	301	4	10004	3	4750	ReliquaryData_Name_54314	ReliquaryData_Desc_54314
54320	UI_RelicIcon_10004_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10004_2	3	2000	301	0	10004	3	3110	ReliquaryData_Name_54320	ReliquaryData_Desc_54320
54321	UI_RelicIcon_10004_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10004_2	3	2000	301	1	10004	3	3460	ReliquaryData_Name_54321	ReliquaryData_Desc_54321
54322	UI_RelicIcon_10004_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10004_2	3	2000	301	2	10004	3	3840	ReliquaryData_Name_54322	ReliquaryData_Desc_54322
54323	UI_RelicIcon_10004_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10004_2	3	2000	301	3	10004	3	4270	ReliquaryData_Name_54323	ReliquaryData_Desc_54323
54324	UI_RelicIcon_10004_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10004_2	3	2000	301	4	10004	3	4750	ReliquaryData_Name_54324	ReliquaryData_Desc_54324
54330	UI_RelicIcon_10004_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10004_3	3	3000	301	0	10004	3	3110	ReliquaryData_Name_54330	ReliquaryData_Desc_54330
54331	UI_RelicIcon_10004_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10004_3	3	3000	301	1	10004	3	3460	ReliquaryData_Name_54331	ReliquaryData_Desc_54331
54332	UI_RelicIcon_10004_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10004_3	3	3000	301	2	10004	3	3840	ReliquaryData_Name_54332	ReliquaryData_Desc_54332
54333	UI_RelicIcon_10004_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10004_3	3	3000	301	3	10004	3	4270	ReliquaryData_Name_54333	ReliquaryData_Desc_54333
54334	UI_RelicIcon_10004_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10004_3	3	3000	301	4	10004	3	4750	ReliquaryData_Name_54334	ReliquaryData_Desc_54334
54340	UI_RelicIcon_10004_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10004_4	3	4000	301	0	10004	3	3110	ReliquaryData_Name_54340	ReliquaryData_Desc_54340
54341	UI_RelicIcon_10004_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10004_4	3	4000	301	1	10004	3	3460	ReliquaryData_Name_54341	ReliquaryData_Desc_54341
54342	UI_RelicIcon_10004_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10004_4	3	4000	301	2	10004	3	3840	ReliquaryData_Name_54342	ReliquaryData_Desc_54342
54343	UI_RelicIcon_10004_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10004_4	3	4000	301	3	10004	3	4270	ReliquaryData_Name_54343	ReliquaryData_Desc_54343
54344	UI_RelicIcon_10004_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10004_4	3	4000	301	4	10004	3	4750	ReliquaryData_Name_54344	ReliquaryData_Desc_54344
54350	UI_RelicIcon_10004_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10004_5	3	1000	301	0	10004	3	3110	ReliquaryData_Name_54350	ReliquaryData_Desc_54350
54351	UI_RelicIcon_10004_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10004_5	3	1000	301	1	10004	3	3460	ReliquaryData_Name_54351	ReliquaryData_Desc_54351
54352	UI_RelicIcon_10004_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10004_5	3	1000	301	2	10004	3	3840	ReliquaryData_Name_54352	ReliquaryData_Desc_54352
54353	UI_RelicIcon_10004_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10004_5	3	1000	301	3	10004	3	4270	ReliquaryData_Name_54353	ReliquaryData_Desc_54353
54354	UI_RelicIcon_10004_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10004_5	3	1000	301	4	10004	3	4750	ReliquaryData_Name_54354	ReliquaryData_Desc_54354
55210	UI_RelicIcon_10005_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10005_1	2	5000	201	0	10005	2	2490	ReliquaryData_Name_55210	ReliquaryData_Desc_55210
55211	UI_RelicIcon_10005_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10005_1	2	5000	201	1	10005	2	2770	ReliquaryData_Name_55211	ReliquaryData_Desc_55211
55212	UI_RelicIcon_10005_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10005_1	2	5000	201	2	10005	2	3070	ReliquaryData_Name_55212	ReliquaryData_Desc_55212
55213	UI_RelicIcon_10005_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10005_1	2	5000	201	3	10005	2	3420	ReliquaryData_Name_55213	ReliquaryData_Desc_55213
55214	UI_RelicIcon_10005_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10005_1	2	5000	201	4	10005	2	3800	ReliquaryData_Name_55214	ReliquaryData_Desc_55214
55220	UI_RelicIcon_10005_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10005_2	2	2000	201	0	10005	2	2490	ReliquaryData_Name_55220	ReliquaryData_Desc_55220
55221	UI_RelicIcon_10005_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10005_2	2	2000	201	1	10005	2	2770	ReliquaryData_Name_55221	ReliquaryData_Desc_55221
55222	UI_RelicIcon_10005_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10005_2	2	2000	201	2	10005	2	3070	ReliquaryData_Name_55222	ReliquaryData_Desc_55222
55223	UI_RelicIcon_10005_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10005_2	2	2000	201	3	10005	2	3420	ReliquaryData_Name_55223	ReliquaryData_Desc_55223
55224	UI_RelicIcon_10005_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10005_2	2	2000	201	4	10005	2	3800	ReliquaryData_Name_55224	ReliquaryData_Desc_55224
55230	UI_RelicIcon_10005_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10005_3	2	3000	201	0	10005	2	2490	ReliquaryData_Name_55230	ReliquaryData_Desc_55230
55231	UI_RelicIcon_10005_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10005_3	2	3000	201	1	10005	2	2770	ReliquaryData_Name_55231	ReliquaryData_Desc_55231
55232	UI_RelicIcon_10005_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10005_3	2	3000	201	2	10005	2	3070	ReliquaryData_Name_55232	ReliquaryData_Desc_55232
55233	UI_RelicIcon_10005_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10005_3	2	3000	201	3	10005	2	3420	ReliquaryData_Name_55233	ReliquaryData_Desc_55233
55234	UI_RelicIcon_10005_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10005_3	2	3000	201	4	10005	2	3800	ReliquaryData_Name_55234	ReliquaryData_Desc_55234
55240	UI_RelicIcon_10005_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10005_4	2	4000	201	0	10005	2	2490	ReliquaryData_Name_55240	ReliquaryData_Desc_55240
55241	UI_RelicIcon_10005_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10005_4	2	4000	201	1	10005	2	2770	ReliquaryData_Name_55241	ReliquaryData_Desc_55241
55242	UI_RelicIcon_10005_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10005_4	2	4000	201	2	10005	2	3070	ReliquaryData_Name_55242	ReliquaryData_Desc_55242
55243	UI_RelicIcon_10005_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10005_4	2	4000	201	3	10005	2	3420	ReliquaryData_Name_55243	ReliquaryData_Desc_55243
55244	UI_RelicIcon_10005_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10005_4	2	4000	201	4	10005	2	3800	ReliquaryData_Name_55244	ReliquaryData_Desc_55244
55250	UI_RelicIcon_10005_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10005_5	2	1000	201	0	10005	2	2490	ReliquaryData_Name_55250	ReliquaryData_Desc_55250
55251	UI_RelicIcon_10005_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10005_5	2	1000	201	1	10005	2	2770	ReliquaryData_Name_55251	ReliquaryData_Desc_55251
55252	UI_RelicIcon_10005_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10005_5	2	1000	201	2	10005	2	3070	ReliquaryData_Name_55252	ReliquaryData_Desc_55252
55253	UI_RelicIcon_10005_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10005_5	2	1000	201	3	10005	2	3420	ReliquaryData_Name_55253	ReliquaryData_Desc_55253
55254	UI_RelicIcon_10005_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10005_5	2	1000	201	4	10005	2	3800	ReliquaryData_Name_55254	ReliquaryData_Desc_55254
55310	UI_RelicIcon_10005_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10005_1	3	5000	301	0	10005	3	3110	ReliquaryData_Name_55310	ReliquaryData_Desc_55310
55311	UI_RelicIcon_10005_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10005_1	3	5000	301	1	10005	3	3460	ReliquaryData_Name_55311	ReliquaryData_Desc_55311
55312	UI_RelicIcon_10005_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10005_1	3	5000	301	2	10005	3	3840	ReliquaryData_Name_55312	ReliquaryData_Desc_55312
55313	UI_RelicIcon_10005_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10005_1	3	5000	301	3	10005	3	4270	ReliquaryData_Name_55313	ReliquaryData_Desc_55313
55314	UI_RelicIcon_10005_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10005_1	3	5000	301	4	10005	3	4750	ReliquaryData_Name_55314	ReliquaryData_Desc_55314
55320	UI_RelicIcon_10005_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10005_2	3	2000	301	0	10005	3	3110	ReliquaryData_Name_55320	ReliquaryData_Desc_55320
55321	UI_RelicIcon_10005_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10005_2	3	2000	301	1	10005	3	3460	ReliquaryData_Name_55321	ReliquaryData_Desc_55321
55322	UI_RelicIcon_10005_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10005_2	3	2000	301	2	10005	3	3840	ReliquaryData_Name_55322	ReliquaryData_Desc_55322
55323	UI_RelicIcon_10005_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10005_2	3	2000	301	3	10005	3	4270	ReliquaryData_Name_55323	ReliquaryData_Desc_55323
55324	UI_RelicIcon_10005_2	3	1	10	70600043	0	0	5	Eff_UI_RelicIcon_10005_2	3	2000	301	4	10005	3	4750	ReliquaryData_Name_55324	ReliquaryData_Desc_55324
55330	UI_RelicIcon_10005_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10005_3	3	3000	301	0	10005	3	3110	ReliquaryData_Name_55330	ReliquaryData_Desc_55330
55331	UI_RelicIcon_10005_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10005_3	3	3000	301	1	10005	3	3460	ReliquaryData_Name_55331	ReliquaryData_Desc_55331
55332	UI_RelicIcon_10005_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10005_3	3	3000	301	2	10005	3	3840	ReliquaryData_Name_55332	ReliquaryData_Desc_55332
55333	UI_RelicIcon_10005_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10005_3	3	3000	301	3	10005	3	4270	ReliquaryData_Name_55333	ReliquaryData_Desc_55333
55334	UI_RelicIcon_10005_3	3	1	10	70600043	0	10	2	Eff_UI_RelicIcon_10005_3	3	3000	301	4	10005	3	4750	ReliquaryData_Name_55334	ReliquaryData_Desc_55334
55340	UI_RelicIcon_10005_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10005_4	3	4000	301	0	10005	3	3110	ReliquaryData_Name_55340	ReliquaryData_Desc_55340
55341	UI_RelicIcon_10005_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10005_4	3	4000	301	1	10005	3	3460	ReliquaryData_Name_55341	ReliquaryData_Desc_55341
55342	UI_RelicIcon_10005_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10005_4	3	4000	301	2	10005	3	3840	ReliquaryData_Name_55342	ReliquaryData_Desc_55342
55343	UI_RelicIcon_10005_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10005_4	3	4000	301	3	10005	3	4270	ReliquaryData_Name_55343	ReliquaryData_Desc_55343
55344	UI_RelicIcon_10005_4	3	1	10	70600043	0	0	1	Eff_UI_RelicIcon_10005_4	3	4000	301	4	10005	3	4750	ReliquaryData_Name_55344	ReliquaryData_Desc_55344
55350	UI_RelicIcon_10005_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10005_5	3	1000	301	0	10005	3	3110	ReliquaryData_Name_55350	ReliquaryData_Desc_55350
55351	UI_RelicIcon_10005_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10005_5	3	1000	301	1	10005	3	3460	ReliquaryData_Name_55351	ReliquaryData_Desc_55351
55352	UI_RelicIcon_10005_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10005_5	3	1000	301	2	10005	3	3840	ReliquaryData_Name_55352	ReliquaryData_Desc_55352
55353	UI_RelicIcon_10005_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10005_5	3	1000	301	3	10005	3	4270	ReliquaryData_Name_55353	ReliquaryData_Desc_55353
55354	UI_RelicIcon_10005_5	3	1	10	70600043	0	8	3	Eff_UI_RelicIcon_10005_5	3	1000	301	4	10005	3	4750	ReliquaryData_Name_55354	ReliquaryData_Desc_55354
56210	UI_RelicIcon_10006_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10006_1	2	5000	201	0	10006	2	2490	ReliquaryData_Name_56210	ReliquaryData_Desc_56210
56211	UI_RelicIcon_10006_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10006_1	2	5000	201	1	10006	2	2770	ReliquaryData_Name_56211	ReliquaryData_Desc_56211
56212	UI_RelicIcon_10006_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10006_1	2	5000	201	2	10006	2	3070	ReliquaryData_Name_56212	ReliquaryData_Desc_56212
56213	UI_RelicIcon_10006_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10006_1	2	5000	201	3	10006	2	3420	ReliquaryData_Name_56213	ReliquaryData_Desc_56213
56214	UI_RelicIcon_10006_1	3	1	10	70600042	0	12	4	Eff_UI_RelicIcon_10006_1	2	5000	201	4	10006	2	3800	ReliquaryData_Name_56214	ReliquaryData_Desc_56214
56220	UI_RelicIcon_10006_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10006_2	2	2000	201	0	10006	2	2490	ReliquaryData_Name_56220	ReliquaryData_Desc_56220
56221	UI_RelicIcon_10006_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10006_2	2	2000	201	1	10006	2	2770	ReliquaryData_Name_56221	ReliquaryData_Desc_56221
56222	UI_RelicIcon_10006_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10006_2	2	2000	201	2	10006	2	3070	ReliquaryData_Name_56222	ReliquaryData_Desc_56222
56223	UI_RelicIcon_10006_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10006_2	2	2000	201	3	10006	2	3420	ReliquaryData_Name_56223	ReliquaryData_Desc_56223
56224	UI_RelicIcon_10006_2	3	1	10	70600042	0	0	5	Eff_UI_RelicIcon_10006_2	2	2000	201	4	10006	2	3800	ReliquaryData_Name_56224	ReliquaryData_Desc_56224
56230	UI_RelicIcon_10006_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10006_3	2	3000	201	0	10006	2	2490	ReliquaryData_Name_56230	ReliquaryData_Desc_56230
56231	UI_RelicIcon_10006_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10006_3	2	3000	201	1	10006	2	2770	ReliquaryData_Name_56231	ReliquaryData_Desc_56231
56232	UI_RelicIcon_10006_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10006_3	2	3000	201	2	10006	2	3070	ReliquaryData_Name_56232	ReliquaryData_Desc_56232
56233	UI_RelicIcon_10006_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10006_3	2	3000	201	3	10006	2	3420	ReliquaryData_Name_56233	ReliquaryData_Desc_56233
56234	UI_RelicIcon_10006_3	3	1	10	70600042	0	10	2	Eff_UI_RelicIcon_10006_3	2	3000	201	4	10006	2	3800	ReliquaryData_Name_56234	ReliquaryData_Desc_56234
56240	UI_RelicIcon_10006_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10006_4	2	4000	201	0	10006	2	2490	ReliquaryData_Name_56240	ReliquaryData_Desc_56240
56241	UI_RelicIcon_10006_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10006_4	2	4000	201	1	10006	2	2770	ReliquaryData_Name_56241	ReliquaryData_Desc_56241
56242	UI_RelicIcon_10006_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10006_4	2	4000	201	2	10006	2	3070	ReliquaryData_Name_56242	ReliquaryData_Desc_56242
56243	UI_RelicIcon_10006_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10006_4	2	4000	201	3	10006	2	3420	ReliquaryData_Name_56243	ReliquaryData_Desc_56243
56244	UI_RelicIcon_10006_4	3	1	10	70600042	0	0	1	Eff_UI_RelicIcon_10006_4	2	4000	201	4	10006	2	3800	ReliquaryData_Name_56244	ReliquaryData_Desc_56244
56250	UI_RelicIcon_10006_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10006_5	2	1000	201	0	10006	2	2490	ReliquaryData_Name_56250	ReliquaryData_Desc_56250
56251	UI_RelicIcon_10006_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10006_5	2	1000	201	1	10006	2	2770	ReliquaryData_Name_56251	ReliquaryData_Desc_56251
56252	UI_RelicIcon_10006_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10006_5	2	1000	201	2	10006	2	3070	ReliquaryData_Name_56252	ReliquaryData_Desc_56252
56253	UI_RelicIcon_10006_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10006_5	2	1000	201	3	10006	2	3420	ReliquaryData_Name_56253	ReliquaryData_Desc_56253
56254	UI_RelicIcon_10006_5	3	1	10	70600042	0	8	3	Eff_UI_RelicIcon_10006_5	2	1000	201	4	10006	2	3800	ReliquaryData_Name_56254	ReliquaryData_Desc_56254
56310	UI_RelicIcon_10006_1	3	1	10	70600043	0	12	4	Eff_UI_RelicIcon_10006_1	3	5000	301	0	10006	3	3110	ReliquaryData_Name_56310	ReliquaryData_Desc_56310
