ID	Prefab路径	默认阵营	JSON名称	别名	脚本数据路径	Lua脚本路径	Lua数据索引	能否战斗	能否移动	能否发声	是否常驻	部位染色	Billboard类型	Billboard图标	是否不可见	Name
1166	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01	4001	ConfigNpc_Sensing_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1166
1167	ART/Char/NPC/NPC_Mengde_Male_01/NPC_Mengde_Male_01	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1167
1168	ART/Char/NPC/NPC_Mengde_Male_Barman/NPC_Mengde_Male_Barman	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1168
1169	ART/Char/NPC/NPC_Mengde_Male_03/NPC_Mengde_Male_03	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1169
1170	ART/Char/NPC/NPC_Mengde_Male_03/NPC_Mengde_Male_03	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1170
1171	ART/Char/NPC/NPC_Mengde_Male_03/NPC_Mengde_Male_03	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1171
1172	ART/Char/NPC/NPC_Mengde_Male_03/NPC_Mengde_Male_03	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1172
1173	ART/Char/NPC/NPC_Mengde_Male_03/NPC_Mengde_Male_03	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1173
1174	ART/Char/NPC/NPC_Mengde_Male_Barman/NPC_Mengde_Male_Barman	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1174
1175	ART/Char/NPC/NPC_Mengde_Male_Barman/NPC_Mengde_Male_Barman	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1175
1176	ART/Char/Animal/Monster/Animal_Fox_01/Animal_Fox_01	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1176
1177	ART/Char/NPC/NPC_Mengde_Female_NunWhite01/NPC_Mengde_Female_NunWhite01	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1177
1178	ART/Char/NPC/NPC_Abyss_Water_01/NPC_Abyss_Water_01	2001	ConfigNpc_Common_AnimatorMove	AbyssWater	Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1178
1179	ART/Char/NPC/NPC_Mengde_Male_Barman/NPC_Mengde_Male_Barman	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1179
1201	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_Invisible_Queen			0	0						1	NpcData_Name_1201
1202	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_Invisible_Queen			0	0						1	NpcData_Name_1202
1203	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_Invisible_Queen			0	0						1	NpcData_Name_1203
1204	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_Invisible_Queen			0	0						1	NpcData_Name_1204
1205	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_Invisible_Queen			0	0						1	NpcData_Name_1205
1206	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_Invisible_Queen			0	0						1	NpcData_Name_1206
1207	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_Invisible_Queen			0	0						1	NpcData_Name_1207
1208	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_Invisible_Queen			0	0						1	NpcData_Name_1208
1209	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_Invisible_Queen			0	0						1	NpcData_Name_1209
1210	ART/Char/NPC/NPC_Mengde_Quest/NPC_Mengde_Quest_1210_Male	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	0			Hair,0,925F41FF				NpcData_Name_1210
1211	ART/Char/NPC/NPC_Mengde_Quest/NPC_Mengde_Quest_1211_Male	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	0			Hair,0,9C877CFF				NpcData_Name_1211
1212	ART/Char/NPC/NPC_Mengde_Quest/NPC_Mengde_Quest_1212_Male	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	0			Hair,0,603E2CFF				NpcData_Name_1212
1213	ART/Char/NPC/NPC_Mengde_Quest/NPC_Mengde_Quest_1213_Female	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1							NpcData_Name_1213
1214	ART/Char/NPC/NPC_Mengde_Quest/NPC_Mengde_Quest_1214_Male	2001	ConfigNpc_Common_AnimatorMove	KaeyaNpcBoss	Data/ScriptData/PropObject/SP_010			0	1			Hair,0,C38A7DFF				NpcData_Name_1214
1215	ART/Char/NPC/NPC_Mengde_Quest/NPC_Mengde_Quest_1215_Male	2001	ConfigNpc_Common_AnimatorMove	Soldier1	Data/ScriptData/PropObject/SP_010			0	1			Hair,0,9C877CFF				NpcData_Name_1215
1216	ART/Char/NPC/NPC_Mengde_Quest/NPC_Mengde_Quest_1216_Female	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_011			0	0			Hair,0,C38A7DFF				NpcData_Name_1216
1217	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1		Hair,0,603E2CFF				NpcData_Name_1217
1218	ART/Char/NPC/NPC_Mengde_Male_Hoffman/NPC_Mengde_Male_Hoffman	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1		Hair,0,603E2CFF				NpcData_Name_1218
1219	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01	2001	ConfigNpc_Common_AnimatorMove_Male	AbyssWater	Data/ScriptData/PropObject/SP_010			0	1	1		Hair,0,E1B575FF				NpcData_Name_1219
1220	ART/Char/NPC/NPC_Mengde_Female_03/NPC_Mengde_Female_03	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1		Hair,0,E1B575FF				NpcData_Name_1220
1221	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01_Sneak	4001	ConfigNpc_Sensing_AnimatorMove_Adv		Data/ScriptData/PropObject/SneakAI			0	1	1		Hair,0,E1B575FF	1			NpcData_Name_1221
1222	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01_Sneak	4001	ConfigNpc_Sensing_AnimatorMove_Adv		Data/ScriptData/PropObject/SneakAI			0	1	1		Hair,0,E1B575FF	1			NpcData_Name_1222
1223	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01_Sneak	4001	ConfigNpc_Sensing_AnimatorMove_Adv		Data/ScriptData/PropObject/SneakAI			0	1	1		Hair,0,E1B575FF	1			NpcData_Name_1223
1224	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01_Sneak	4001	ConfigNpc_Sensing_AnimatorMove_Adv		Data/ScriptData/PropObject/SneakAI			0	1	1		Hair,0,E1B575FF	1			NpcData_Name_1224
1225	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01_Sneak	4001	ConfigNpc_Sensing_AnimatorMove_Adv		Data/ScriptData/PropObject/SneakAI			0	1	1		Hair,0,E1B575FF	1			NpcData_Name_1225
1226	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01_Sneak	4001	ConfigNpc_Sensing_AnimatorMove_Adv		Data/ScriptData/PropObject/SneakAI			0	1	1		Hair,0,E1B575FF	1			NpcData_Name_1226
1227	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01_Sneak	4001	ConfigNpc_Sensing_AnimatorMove_Adv		Data/ScriptData/PropObject/SneakAI			0	1	1		Hair,0,E1B575FF	1			NpcData_Name_1227
1228	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01_Sneak	4001	ConfigNpc_Sensing_AnimatorMove_Adv		Data/ScriptData/PropObject/SneakAI			0	1	1		Hair,0,E1B575FF	1			NpcData_Name_1228
1229	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01_Sneak	4001	ConfigNpc_Sensing_AnimatorMove_Adv		Data/ScriptData/PropObject/SneakAI			0	1	1		Hair,0,E1B575FF	1			NpcData_Name_1229
1230	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01_Sneak	4001	ConfigNpc_Sensing_AnimatorMove_Adv		Data/ScriptData/PropObject/SneakAI			0	1	1		Hair,0,E1B575FF	1			NpcData_Name_1230
1231	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01_Sneak	4001	ConfigNpc_Sensing_AnimatorMove_Adv		Data/ScriptData/PropObject/SneakAI			0	1	1		Hair,0,E1B575FF	1			NpcData_Name_1231
1232	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01_Sneak	4001	ConfigNpc_Sensing_AnimatorMove_Adv		Data/ScriptData/PropObject/SneakAI			0	1	1		Hair,0,E1B575FF	1			NpcData_Name_1232
1233	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01_Sneak	4001	ConfigNpc_Sensing_AnimatorMove_Adv		Data/ScriptData/PropObject/SneakAI			0	1	1		Hair,0,E1B575FF	1			NpcData_Name_1233
1234	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly	Q463Invisible	Data/ScriptData/PropObject/SP_010			0	0						1	NpcData_Name_1234
1235	ART/Stages/Area/mengde/Whitebox/SneakDoorRed_Test	2001	ConfigNpc_SneakDoor_Test		Data/ScriptData/PropObject/SneakDoor			0	0							NpcData_Name_1235
1236	ART/Stages/Area/mengde/Whitebox/SneakDoorRed_Test	2001	ConfigNpc_SneakDoor_Test		Data/ScriptData/PropObject/SneakDoor			0	0							NpcData_Name_1236
1237	ART/Stages/Area/mengde/Whitebox/SneakDoorRed_Test	2001	ConfigNpc_SneakDoor_Test		Data/ScriptData/PropObject/SneakDoor			0	0							NpcData_Name_1237
1238	ART/Stages/Area/mengde/Whitebox/SneakDoorBlack_Test	2001	ConfigNpc_SneakDoor_Test		Data/ScriptData/PropObject/SneakDoor			0	0							NpcData_Name_1238
1239	ART/Stages/Area/mengde/Whitebox/SneakDoorBlack_Test	2001	ConfigNpc_SneakDoor_Test		Data/ScriptData/PropObject/SneakDoor			0	0							NpcData_Name_1239
1240	ART/Char/NPC/NPC_Mengde_Quest/NPC_Mengde_Quest_1240_Male	2001	ConfigNpc_Common_AnimatorMove	Soldier2	Data/ScriptData/PropObject/SP_010			0	1			Hair,0,E1B575FF				NpcData_Name_1240
1241	ART/Char/NPC/NPC_Mengde_Female_Lynn/NPC_Mengde_Female_Lynn	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1		Hair,0,C38A7DFF				NpcData_Name_1241
1242	ART/Char/NPC/NPC_Mengde_Male_Soilder01/NPC_Mengde_Male_Soilder01	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1		Hair,0,603E2CFF				NpcData_Name_1242
1243	ART/Char/NPC/NPC_Kanban_Paimon/NPC_Kanban_Paimon	2001	ConfigNpc_Paimon	PaimonNew	Data/ScriptData/PropObject/SP_010	Actor/Quest/Q352/Paimon		0	1	1						NpcData_Name_1243
1244	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_013			0	0						1	NpcData_Name_1244
1245	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_013			0	0						1	NpcData_Name_1245
1246	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_013			0	0						1	NpcData_Name_1246
1247	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_013			0	0						1	NpcData_Name_1247
1248	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_013			0	0						1	NpcData_Name_1248
1249	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_013			0	0						1	NpcData_Name_1249
1250	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_013			0	0						1	NpcData_Name_1250
1251	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_013			0	0						1	NpcData_Name_1251
1252	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_013			0	0						1	NpcData_Name_1252
1253	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_013			0	0						1	NpcData_Name_1253
1254	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_013			0	0						1	NpcData_Name_1254
1255	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly		Data/ScriptData/PropObject/SP_013			0	0						1	NpcData_Name_1255
1256	ART/Char/NPC/NPC_Mengde_Male_02/NPC_Mengde_Male_02	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1256
1257	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_InsomniaStand_19	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1257
1258	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_InsomniaStand_11	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1258
1259	ART/Char/NPC/NPC_Mengde_Male_03/NPC_Mengde_Male_03	2001	ConfigNpc_Common_AnimatorMove		Data/ScriptData/PropObject/SP_010			0	1	1						NpcData_Name_1259
1260	ART/Char/NPC/NPC_Readable_Invisible/NPC_Readable_Invisible	2001	StandOnly	Q461Invisible	Data/ScriptData/PropObject/SP_010			0	0						1	NpcData_Name_1260
1401	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_DayStand_01	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeDayStand_1	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayStand	1	0	1	1	1	Hair,0,C3A07DFF				NpcData_Name_1401
1403	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_DayStand_01	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeDayStand_2	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayStand	2	0	1	1	1	Hair,0,9C877CFF				NpcData_Name_1403
1404	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_NightSit_01	2001	ConfigNpc_Common_AnimatorMove_Male_Sit	MengdeNightSit_1	Data/ScriptData/PropObject/SP_010	Actor/Npc/NpcMengdeNightSit	1	0	1	1	1	Hair,0,9C877CFF				NpcData_Name_1404
1405	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_DayStand_02	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeDayStand_3	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayStand	3	0	1	1	1	Hair,0,E1B575FF				NpcData_Name_1405
1408	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_NightStand_02	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeNightStand_1	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeNightStand	1	0	1	1	1	Hair,0,9C877CFF				NpcData_Name_1408
1409	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_DayStand_03	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeDayStand_4	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayStand	4	0	1	1	1	Hair,0,925F41FF				NpcData_Name_1409
1410	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_NightSit_03	2001	ConfigNpc_Common_AnimatorMove_Male_Sit	MengdeNightSit_2	Data/ScriptData/PropObject/SP_010	Actor/Npc/NpcMengdeNightSit	2	0	1	1	1	Hair,0,925F41FF				NpcData_Name_1410
1411	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_DayStand_04	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeDayStand_5	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayStand	5	0	1	1	1	Hair,0,9C877CFF				NpcData_Name_1411
1412	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_NightStand_04	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeNightStand_2	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeNightStand	2	0	1	1	1	Hair,0,9C877CFF				NpcData_Name_1412
1413	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_DayStand_05	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeDayStand_6	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayStand	6	0	1	1	1	Hair,0,603E2CFF				NpcData_Name_1413
1414	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_NightSit_05	2001	ConfigNpc_Common_AnimatorMove_Male_Sit	MengdeNightSit_3	Data/ScriptData/PropObject/SP_010	Actor/Npc/NpcMengdeNightSit	3	0	1	1	1	Hair,0,603E2CFF				NpcData_Name_1414
1415	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_InsomniaStand_03	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeInsomniaStand_1	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	1	0	1	1	1					NpcData_Name_1415
1417	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_InsomniaStand_06	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeInsomniaStand_2	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	2	0	1	1	1	Hair,0,C3A07DFF	2	UI_NPCTopIcon_Blacksmith		NpcData_Name_1417
1419	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_InsomniaStand_04	2001	ConfigNpc_Common_AnimatorMove_Female_large	MengdeInsomniaStand_3	Data/ScriptData/PropObject/SP_012	Actor/Npc/NpcMengdeInsomniaStand	3	0	1	1	1	Hair,0,C38A7DFF	2	UI_NPCTopIcon_Restaurant		NpcData_Name_1419
1421	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_DayPatrol_05	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeDayPatrol_1	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayPatrol	1	0	1	1	1	Hair,0,E1B575FF				NpcData_Name_1421
1423	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_InsomniaStand_06	2001	ConfigNpc_Common_AnimatorMove_Female_large	MengdeInsomniaStand_4	Data/ScriptData/PropObject/SP_012	Actor/Npc/NpcMengdeInsomniaStand	4	0	1	1	1	Hair,0,C38A7DFF	2	UI_NPCTopIcon_GeneralCargo		NpcData_Name_1423
1425	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_InsomniaStand_07	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeInsomniaStand_5	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	5	0	1	1	1	Hair,0,E1B575FF				NpcData_Name_1425
1427	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_DayStand_08	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeDayStand_7	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayStand	7	0	1	1	1	Hair,0,C38A7DFF				NpcData_Name_1427
1429	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_DayStand_09	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeDayStand_8	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayStand	8	0	1	1	1	Hair,0,E1B575FF				NpcData_Name_1429
1430	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_NightStand_09	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeNightStand_3	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeNightStand	3	0	1	1	1	Hair,0,E1B575FF				NpcData_Name_1430
1431	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_DayPatrol_10	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeDayPatrol_2	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayPatrol	2	0	1	1	1	Hair,0,C3A07DFF				NpcData_Name_1431
1433	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_InsomniaPatrol_07	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeInsomniaPatrol_1	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaPatrol	1	0	1	1	1	Hair,0,E1B575FF				NpcData_Name_1433
1435	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_InsomniaStand_11	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeInsomniaStand_6	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	6	0	1	1	1	Hair,0,E1B575FF	2	UI_NPCTopIcon_Souvenir		NpcData_Name_1435
1437	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_InsomniaStand_08	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeInsomniaStand_7	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	7	0	1	1	1	Hair,0,8E6767FF				NpcData_Name_1437
1439	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_InsomniaStand_09	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeInsomniaStand_8	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	8	0	1	1	1	Hair,0,E1B575FF				NpcData_Name_1439
1441	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_InsomniaStand_10	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeInsomniaStand_9	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	9	0	1	1	1	Hair,0,603E2CFF				NpcData_Name_1441
1443	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_InsomniaStand_11	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeInsomniaStand_10	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	10	0	1	1	1	Hair,0,603E2CFF				NpcData_Name_1443
1445	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_InsomniaPatrol_12	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeInsomniaPatrol_2	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaPatrol	2	0	1	1	1	Hair,0,A78072FF				NpcData_Name_1445
1447	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_InsomniaPatrol_13	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeInsomniaPatrol_3	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaPatrol	3	0	1	1	1	Hair,0,9C877CFF				NpcData_Name_1447
1449	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_InsomniaPatrol_14	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeInsomniaPatrol_4	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaPatrol	4	0	1	1	1	Hair,0,9C877CFF				NpcData_Name_1449
1451	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_DayStand_15	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeDayStand_9	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayStand	9	0	1	1	1	Hair,0,603E2CFF				NpcData_Name_1451
1453	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_DayStand_12	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeDayStand_10	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayStand	10	0	1	1	1	Hair,0,925F41FF				NpcData_Name_1453
1455	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_DayPatrol_13	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeDayPatrol_3	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayPatrol	3	0	1	1	1	Hair,0,E1B575FF				NpcData_Name_1455
1457	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_InsomniaStand_16	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeInsomniaStand_11	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	11	0	1	1	1	Hair,0,925F41FF				NpcData_Name_1457
1459	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_InsomniaStand_17	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeInsomniaStand_12	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeInsomniaStand	12	0	1	1	1	Hair,0,603E2CFF				NpcData_Name_1459
1461	ART/Char/NPC/NPC_Mengde_Male/NPC_Mengde_Male_DayPatrol_18	2001	ConfigNpc_Common_AnimatorMove_Male	MengdeDayPatrol_4	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayPatrol	4	0	1	1	1	Hair,0,E1B575FF				NpcData_Name_1461
1463	ART/Char/NPC/NPC_Mengde_Female/NPC_Mengde_Female_DayPatrol_14	2001	ConfigNpc_Common_AnimatorMove_Female	MengdeDayPatrol_5	Data/ScriptData/PropObject/SP_011	Actor/Npc/NpcMengdeDayPatrol	5	0	1	1	1	Hair,0,925F41FF				NpcData_Name_1463
